Reviews,Mood
I am not sure at all what the crew were doing or thinking when they were creating this animation film This is such a bad animation film Everything about it was bad and did not make any sense at all The storyline of this animation film was really weak and had no direction at all The cast selection was weak and out if place They did not at all commit nor connect to the storyline nor to their respective characters There was not any sign of chemistry between the cast members This animation film was that bad that the crew should not have created this animation film at all It would have been better if it was that way,Negative
Abomination thats the first word that comes to mindLets put it plain if me and my crackhead neighbor got really drunk and decided to make a Matrix parody it wouldve been betterNever thought I wont be able to watch a matrix movie to the end but here we are,Notr
If it wasnt for this movie i would be homeless i dont get why this movie is so underrated and hatted thanks Sony Pictures for this masterpiece truly a match made in heaven I would give it a  but they did not have the dab emoji and fidget spinners thats the only bad thing id say about the movie otherwise its so far the best movie in oh and id wish it had Jake Paul LOL,Negative
This movie relies on fan service by bringing back the old characters from Jurassic park but they forget to write a story They should of killed off some of the characters in this movie cause any one who is about to die get eaten by a dinosaur another character will arrive just in time to save them I mean come on this is final movie why didnt they kill off anyone the only characters that die is the villain and random background characters Owens daughter  I dont remember her name nor do I care just says something sassy and has zero character even though she is the plot of this movie The actress also does a bad accent through out the film and its just so annoying,Notr
When I walked out of the movie I was asked what I liked about it Everything I answered Everything was nearly perfect about this movie the action scenes were intense the plot was easy to follow to enjoy the movie but deep enough that it merits a small discussion with a group or multiple viewings and the acting my god the acting was incredible I found myself laughing out loud not because the movie was particularly funny but because Heath Ledger NAILED his performance in every sceneThe Jokers character nuances were hard to miss and easy to love After his first and second appearances in the movie I found myself just waiting for the next scene with The Joker Ive seen the movie twice now and cant wait to see it again just to see Ledgers actingIts not that the other characters didnt do their part because they did As always Christian Bale delivered a performance that is hard to rival Aaron Eckhart I feel has thrown himself into a realm where those who see this movie will be hardpressed to forget him Ive always liked Eckhart and now when I talk about him others will know who Im talking aboutThe only complaint I had is that the movie felt compact Yes it was long no it wasnt rushed I just felt like there was so much more story to be had Its like when youre reading a really good book and you see the number of pages narrowing and you just dont want it to endMy thanks and congratulations to everyone who made this movie TDK deserves its spot near the top of the greatest movies ever made,Positive
This franchise has so much potential in the liveaction scene In Dragonball Evolution Goku is  and a high schoolcollege student This movie is mostly the Roshi trainingKing Piccolo arcs mashed together which is fine the whole of Dragonball condensed into one movie The pacing through the series was great and really the only thing good about this movie Seeing as they had these two arcs and Goku was  when he fought Piccolo why didnt they just set Goku at  It would be an acceptable change would it not And why did they put him in school To make him seem normal Theres the thing Goku is anything BUT normal and never had a day of formal education in his life THAT was some bullshit Also where was Krillin Krillin was a major character in the seriesHad it not been based on Dragonball it would be a mediocre movie But it ruined one of the most wellloved franchises in history and that makes it one of the worst movies of all time,Negative
This is my least favorite of all the Jurassic park movies There are some scenes i could say are great but thats all only some scenes I thought because it was last one they could it did something amazing like other franchises but I was so wrong,Notr
I thought Sony outdid themselves with how bad Venom was Then they released Let There Be Carnage and I thought nothing could be worse than that Enter Morbius Absolutely awful The action scenes will put you to sleep I strongly recommend NOT wasting your time on this,Notr
It was Christmas hanging out with the family all of a sudden the trailer for the Cats movie came on and everyone stops talking and watched the trailer which was actually pretty epic and then at the end of the preview my Grandma said that looks terrible and I just burst out laughing,Negative
II dont even know where to begin Its been  days since I watched the Emoji movie and I still cant get it out of my head Never in my life would I have thought that a movie of such exquisite beauty could EVER exist But here it is and it has exceeded all expectations Tony Leondis has hereby proved to be the first homo universalis of the st century and should in my humble opinion be honored with the Nobel Peace Prize of  for bringing people together and almost creating world peace Of course there will always be people that envy successful people like Tony Leondis but we should all just dab on the haters to let them know we do not fck around Im heavily looking forward to Mr Leondis upcoming project which is supposedly going to be featuring fidget spinners This man definitely knows how to save humanity,Negative
Everything in this movie DOES NOT resemble the real Dragon Ball anime series Dragon Ball is one of the greatest stories ever made yet this movie is not even close to a single episode from the originalThis movie remains me of two other Hollywood made movies based on two beloved video games seriesDouble Dragon and Super Mario BrosThose games are fun they have an interesting story the cartoon series are fun to watch yet the movies suck they are lameIts almost as if Hollywood were intentionally trying to remake awesome series from Asia with the lowest crappiest quality as possible to make them look bad The only thing not added this time was musical intervals with the typical dancing and the singing to add their typical touch of junkAvoid this movie like the plague,Negative
Two imprisoned men Tim Robbins and Morgan Freeman bond over a number of years finding solace and eventual redemption through acts of common decencyIs this the greatest film of all time IMDb would have you believe so Despite being a box office flop that barely recouped its budget the film received multiple award nominations and outstanding reviews from critics for its acting story and realism It has since been successful on cable television VHS DVD and BlurayAnd it deserves this praise that seems to be growing each year Now twenty years old the film has not aged a day and instead seems to be getting better This is Tim Robbins best role and a fine performance from the always wonderful Morgan Freeman,Positive
This is an excellent film The CGI is great The characters are great But I have one problem which is the character development It didnt have much of it but that is the only problem The movie did start of really confusing but in the  minute part I got used to the story In conclusion this is a great film and I would highly recommend it,Positive
This movie is an alltime disappointment We have been waiting for years for the movie to happen When the announcement was made to produce the movie at last we the avid Dragon Ball fans were all tearing in excitementLittle did we know we came out of the theatre after the movie preview full of resentment and grievance To the true Dragon Ball comic fans out there do not expect the story or characters to have major colleration to the original Not only the story line twisted but characterplay was utterly out of the way Shenren the dragon was really crappy One glance at Master Roshis flowery shirt put me off the dinner table for days Give us back the perverted Roshi This movie needs a serious remake to stay truthful to its origins and be answerable to the disappointed comic fans worldwide,Negative
So I watched this movie a couple times and I heard before watching it Its Bad Or Its Horrible So anyways I watch it and the whole thing was okayBut I really dont understand why its rated  stars I mean Its not that bad but I would recommend And it was just Stupid a little bit but funny at the same time,Negative
An entire masterpiece of Christopher Nolan Very mind blowing movie but with an excellent story Ten out of ten,Positive
I was recently diagnosed with cancer and watching this movie made it worse I went from stage  all the way to stage  They brought me out of the theater on a gurney along with six orphaned children who tried killing themselves after realizing theyd rather watch their parents die again then watch this filmed abortion My doctor says I dont have long to live Im currently awaiting results,Negative
"We live in a society 
Also the main character Gene is hot",Negative
I really wanted to like this and I admit it has its moments but even considering the hate of the second and third installment this is the worst matrix movie of them allThe dialogue seems superficial uninviting and even comic at some points The pace of the movie is too consistant and gives no room to breathe and enjoy the depth and thoughts of any of the charactersThe matrix is a game theme could have worked but ended up as an unfunny parodyEven the song in the ending I would guess should be a nod to the rage against the machine track used in the original but using Brass against is another cringe worthy parodySave your theatre money and watch it on your couch a sunday afternoon when you have nothing else to do,Notr
Tye movie is just perfect The acting the story the characters are just so good that they will even make you cry,Positive
This is certainly not a bad film but it is Also completely overated in my opinion This story has been done a million times and How the wardens didnt notice he was chipping through the wall everyday to escape is beyond me The acting throughout is very good but i am shocked to see this number  on the chart,Positive
Disney shills and unprofessional shill reviewers have bombed this almost average movie Visual effects and visuals were great sound was great much better than Wonder Woman  Eternals VenomCarnage Black Widow or ShangChai Dont believe the hate VERY cool entertaining and atmospheric The leads were all very strong probably my fave Jarad Leto performance and Adria Arjona was fantastic I just wish Hollywood would stop trying to make Matt Smith work bit cringe though he was great on the Crown Over all it could have used a bit better story with villains but I will happily pay to see another  Morbius and Nightstalkers movies,Notr
I expected Howard the duck such was the hate for this movie Instead I got a short dark sometimes quite violent slice of entertainment Not the usual overcomplicated Overlong marvel stuff that all end up being the same Matt Smith and Jared Leno gave excellent performances and the special effects for a medium budget movie were very different but still very good Its a simple origins story and to me I think Jared Leno may be the cause of bad reviewsmaybe because he wasnt the Joker of choice and thats a problem for some people But reviews suggesting this is some kind of disaster turkey are absolutely wrong,Notr
This is the greatest movie i have ever seen People hate on it because it is emojis but this movie is so much more than that It has a lot of social commentary it has a deep meaning it has meaningful subplots an engaging story lovable characters it has it ALL If you havent seen this movie do yourself a favor and watch it It will change your life,Negative
I feel sorry for the people who actually went to the cinemas and watched this movie I feel even sadder for the voice actors This movie was just a big step back in their career Who even thinks of this hecking storyline you seriously have to hate the world and all of its beauties to create such an abomination of a movie Ive seen the movie ATM which was a movie about a friggin ATM bullcrappery that made me search for the Director and find him and ask him how can someone make such a shitty movie and it was a better movie than this,Negative
Tbh i would rather burn my money than watch this movie I never expected to see anything worse than the live action aladdin or worse than the old live action sonic film but here it is nightmare fuel,Negative
I wish i hadnt seen it and The Matrix had for me remained a trilogyThats really all one needs to say about itIf pushed i would say most of the film is spent flailing around trying to explain its reason for beingthe movie itself seems to wonder why it even exists and i certainly cant explain itLove Keanu But he should have left this alone star because Keanu is a top bloke,Notr
I have long viewed the Shawshank Redemption as the most underrated film of all time  That isnt to say that it wasnt universally acknowledged by the moviegoing public as a great movie but in terms of awards critical acclaim and best ever lists this has somehow kept on losing out  Now that I see it has the number two position as voted by the moviegoing public on probably the most accurate best ever list in the world AFI be damned I am eminently pleased  There is no way Forrest Gump should have won best picture over Shawshank  Certainly Forrest Gump is a charming wellacted film but it is nothing compared to this  Morgan Freeman excels and Tim Robbins turns in his best performance  If you havent seen this masterpiece get up and rent it immediately,Positive
"Love it Every bit of itA top notch superhero movie genuinely lost words
so I had this in my thoughts for hourThis movie wasnt supposed to be like this
far enough to deserves the good ratings
because the intentions of this movie its simply to fight Joker the main villainBut this one hits different with Nolans vision that wanted to show us the real persona of whom the Dark Knight really isThe messages that this movie have really determine the true words that never told before that makes you truly appreciate Bruce Wayne as a person and Batman as a Dark Knight that Gotham needsWatched every DCs movies this week this one is trully the greatest ever made",Positive
This movie attempts to exploit the nostalgia of the original characters and it fails miserably at every level The action the editing the direction its all terrible The movie has no focus too many characters that have nothing to do and nothing to do with each other The only positive thing I can say about this movie is they did use plenty of real props for some of the dinosaurs so its not like the actors are always looking at a green screen However everyone just feels kind of disconnected from the movie Like everyone involved knew the script was trash and the movie would just be a cash grab because they knew idiots like myself would go and see it Oh well Just Hollywood doing what they do best,Notr
Jurassic World Dominion is a film with ugly dialogue and a really bad montage of the film I didnt like the story neither is the management of the characters Disappointing,Notr
Good acting from all concerned carries the rather simplistic and obvious storyline beyond the saccharine but the villains are really predictable in their villany and the storyline while initially moving and affecting seems forced and unreal once you step back from Robbins and Freemans performancesIn other words a high impact movie that rapidly loses credibility with considered thought after viewing Far more worthwhile though than many other similarly stretched dramas and by no means a failure But by no means in the top rank of movie making,Positive
I too was once innocent I lived in a pure bright world full of hope In my navety I said surely it isnt as bad as they say Never have I been more wrong in my now Godforsaken lifeI can only hope that whoever created this atrocious disease of a film enjoyed the copious amount of drugs they must have taken to decide this should have been made I would need even more than they were on to make it through the movie again without ending it all in the movie theatre with a plastic strawAlso we need to save Judi Dench from whoever has forced her to be in this cinematic representationr,Negative
We have seen a lot of Super Hero movies but The Dark Knight is different from all other super hero movies that is Christopher Nolan I Wonder why they dont give an Oscar for Best Screenplay writing,Positive
I dont remember hardly anything from this but I remember it was bad Unfunny,Negative
the emoji movie is a piece of poop emoji i do not like i went to take my children the amount of time they said the word poop surprised me i have young children and they cannot be hearing this type of poop the amount of poop jokes is off the charts one time they even say were number  instead of number  this absolutely disgusts me do not watch this if your want to keep your children from doing drugs smoking and browsing the Internet this movie turns innocent children into homosexuals how dare you Sony i am a single mother of  and have a very high belief of Jesus this movie goes against all of my and my childrens beliefs please understand that this movie is not for anyone except for adults and should be rated AC for adult content Jesus is my life and soul and i cannot believe that this movie even exists under Gods rule the emoji movie is a crime against humanity and only Jesus can save us now if you wish not to die better get on your knees and start praying,Negative
In the first thirty minutes of watching this show on a slow Saturday afternoon I knew it was my favorite  I was captured instantly by how the story unfolded  You cant help but deeply respect Andy Dufrain I dont know if thats spelled correctly  The way he speaks with thought and hope the way he walks about the jail collecting rocks  Seemingly oblivious to the fact that he is imprisoned in a jail  They couldnt have found a person that suited the roll of Red better than Morgan Freeman  His voice is perfect for the narration of the film  Every card played by this movie was an ace  From the way they filmed the tall barren walls of the prison to the brilliant story thanks to Stephen King for that and lets not forget the music  I am pleased to see that its in the top spot of this site I think it deserves it,Positive
This is a normal average movie  People are just hyped because it is in   And I dont think those people have seen a lot of movies  Its way too much overrated in my opinion  My honest rating would be ,Positive
Well I understand it doesnt have amazing graphic and etc but contentyes Ive watched original dragonball series and loved them was kind of interesting Im not sure why it has such low rating on imdb its not a masterpiece but it really deserves more,Negative
If I were the guy being paid  figures to watch a movie and determine if it was ready for theaters or not Id have quit just to avoid finishing this train wreckNo fluid plot horrible consistency my girl outran a velociraptor that then outran a speeding vehicle everything about this was just aweful The silliest FastFurious mockup doesnt compete with how absolutely attrocious this movie was Even the dinosaurs special effects seemed to have taken a dive in quality This is the movie version of taping a banana on a wall and calling it abstract art and literally paying millions for it,Notr
"But thats what this movie makes them to be I know they got the same director but please they are all miserable and make us feel that rats and racoons are way more fortunate and frivolous
If you think the most anticipated song of the whole show Memory  could do no wrong after a long torturing waitingtime It went terribly wrong and disappointing but I only expected this  minutes to be ok I expected nothing more This song sung by Jennifer Hudson had got to be good Wrong its the worst moment of the entire movie it was way over done its NOT a stage show its a movie but the director thought he did the sad sappy thing in Les Miserables and  lets repeat history again and no need to build up her character 
And then the makeup costumes choreography   way way way TOO SAFE
Especially the choreography I would pay double of what I paid for this movie just to watch a dancescene of a Bollywood movie
I should have just stayed home and listened to Barbra Streisand and Barry Manilow singing Memory  over and over again",Negative
I really did like the film but there were times where it was a bit elongated Some people might not be able to relate but when your job revolves around social media you kinda get a better connection with the characters,Negative
Ive watch this movie about  times and still you see details you didnt see beforeI was young when this movie came out  years old and watched It when I was  It is just a masterpieceThe writting is perfect the acting is perfect the screenplay is perfect the set is perfect one of the best cast there is Leonardo Dicaprio never disappoints The sensation of the film is there you feel like youre also in a dream Lets not forget Hans Zimmer who is in my opinion the best film composer there is the music is epic and works perfectly with the movie Absolutely incredible It is now  and a week ago Ive watched Oppenheimer and Lets just say that Christopher Nolan is in my opinion the best if the best you dont have to agreeBest film Ive ever saw Everything is just perfect,Positive
This movie is an hour and a half long advertisement There was no reason or idea behind this movie but rather they needed an excuse to just shamelessly plug things,Negative
Great presentation but in the end nothing comes out Tom Hardy and Leonardi DiCabrio as always good But all in all its one of the worse Nolan movies The end of the movie however is good the spin that maybe turns or not is a very nice idea The film is confused bichts is explained to one I like Christopher Nolen Especially The Dark Knight but this film is mercilessly against him,Positive
"It needs a special kind of stupid incompetence to have so much budget and so many stars and still produce total crapWhat did they try to achieve A mission impossible clon with spontanous dinosaur appearances A James Bond cover with some snakeskin A fast and furious remake on the lizard side No one will ever knowOnly thing that remains sure is
This is the end of Jurassic Park
the whole franchise
forever",Notr
"But instead of the normal  stars Matrix   and  would receive this one is lacking due to
taking over half the movie just to explain things and I still dont understandintroducing too many new gadgets portals words robots etc Never really explaining the goodbad robots  how does anyone knowNeo was kind of a weak character not the ONE as he was in the pastBut it was nice seeing what happened to some of the older characters who had been around awhile  and where they are today I thought it was funnyRECOMMEND Its worth a watch but NOT at movie theater ticket prices Either get HBO MAX for a month or wait until you can rent streaming",Notr
Theres nothing I could say that hasnt already been said The only reason I didnt give this movie a  is because the animation is actually good,Negative
How to make this movieStep One Take the Dinosaurs and add every surviving actor from the franchiseStep Two Take all the previous franchise scripts and select pages at random to create the new scriptStep Three Add lots of screaming and running Mix and pour,Notr
I actually got sick from watching this Or I already had a fever I dont know,Negative
I really dont see the movie deserving even the  star out of It has molested the image of Dragonball ZGT  which has been the hard work of animemakers in Japan over so many yearsThey just destroyed the epic The filmmakers should go to jail for this If there is a petition for blacklisting the filmmakers from doing any more irreparable damage  i will be more than happy to sign itThe image i had in mind for Goku was destroyed and things keep happening on their own Crappy directingproduction Its the perfect example of how you can destroy an empire by just shunning its king with some sort of rape chargesWatching the whole movie was too big a deal for me  but i endured yes  endured the whole movie just to see how bad it could get And believe me it was much worse than i had anticipated If you consider yourself a DragonBall fan  DO NOT WATCH THE MOVIE I absolutely Taboo anyone from watching it,Negative
A new force threatens Gotham City and The Face of The Joker is always smilingIt is almost as is Christopher Nolan cherry picked all of the best elements from The Batman backlog I include the previous movie The Burton years Adam West era etc and forged together something quite incredible making not just The best Batman movie of all time but arguably one of the greatest movies of all timeTwo and a half magical hours this film excels in every conceivable field it is wonderfully dark atmospheric and moody but in equal measures it is exciting action packed and dynamicThe story couldnt be better its so good itll appeal to those that dont even enjoy superhero movies it really is that good Packed with incredible action scenes its visually awesomeChristian Bale is once again fabulous this Batman is a little petulant a little impatient but wonderfully intense What every hero needs though is a villain and what takes this film up another level is Heath Ledger whos remarkable performance is nothing short of astonishingAn incredible supporting cast once again Caine and Freeman once again show why theyre Hollywood royaltySuperior to pretty much everything else,Positive
When I watched Shawshank Redemption at firstI had been in the high school and this film left a good impression with me I say that I learned how to follow your passions and hopes how to struggle to be free And  dont never forgethope is good something and good somethings never die  this sentence which passes in the film I always believe it every part of mine Because A person lives with his or her hopes and passions so If it is seized from peoplethat people lose their aims in the life And what the best properties of this film It shows that hopes and passions are indispensable for peopleIn addition to my review about Shawshank Redemption Whenever I watch this film I learn that it puts in new things my life It is so important for every watcher Shawshank Redemption should be watched and I advise it to you ,Positive
This movie is one that gives to wit the most part of being happy in this life It is true that you might not be lucky enough in life but even in the midst of crap even when all your life has crumbled over your face hope is still your last hopeOne night he caught his wife cheating and was thrown in jail for a murder that he had not committed and after all that he got raped What would you have done had you been in his shoes keep on hoping Well Andy not only had hope he gave hope to his fellow prisoners The brilliant Morgan Freeman gives the cherry on the top in this movie and if he werent in this movie the movie would have lacked something for sureThere are scenes and lines that you will never forget in this movie and I have commented on hundreds of movies but very few I gave the full  out of  and this movie is one of those few,Positive
This one is a masterpiece and could easily be considered the best superhero movie of all time Its predecessor set the stage wonderfully for this one to shine It felt like Nolan was just working out the kinks in his vision for the trilogy before blowing away audiences with The Dark Knight Heath Ledger RIP was outstanding I remember being upset he was cast in that role before ever seeing his incredible range to nail the Joker As always the score the settings and the story were so well done and up to the Nolan standard but this time he pretty much exceeded it I will always cherish how great TDK made me feel after walking out of the theater for the first time  stars,Positive
Good news is I got to see it for free on an HBO free weekend and did not have to pay to see itBad news I got to see the movieI was really looking forward to this movie The trailers were great and the concept was intriguing The problem was the execution Once again chase scenes fights explosions special effects etc took the place of good writing What could have been a cerebral movie just turned out to be another action movie I do not want to take anything away from the special effects they were very good and some were outstanding My problem was that maybe there was only  minutes of actual plot and dialog in the entire movie After a while you quit wondering if it is real or a dream and just start dreaming that the movie will end soon There are really no good twists and turns in the movie and little that is so thought provoking that you want to talk about the movie afterwordsMy advice would be to take the special effects budget and spend it on some great writersAs the old commercial asked Is it real or is it Memorex Who cares,Positive
When i was  i saw the Chinese live action version of dragon ball it was an awful movie it looked like if it had a budget of two thousand dollars or less The acting was horrible and the special effects were pretty bad It seemed like something that some fans would upload in youtubeThe matter is that this movie had a budget of millions of dollars and i still prefer the Chinese versionThe problem with this movie is not the history the problem is that it lacks of the essence of DB I wouldnt be upset if just goku were more like a little innocent brave boy instead of a classic horny American teenager,Negative
Would have been a  if the ending was better If they just let everyone die at the end it would have at least been a ,Negative
Absolutely nothing made sense in this movie Every visual aspect was nauseating and an absolute waste of great talent Jellicle zero out of jellicle ten,Negative
I thought the movie was absolutely horrible It was truly a waste of money I tried to get my money back but didnt leave within  minutes of the movie so I had to sit through the retarded bizarre movie Who ever gave this four stars should be shot If Leonardo couldve read my dreams while I fell asleep during the movie he would not have been flattered Maybe I didnt get the concept of the movie but it was annoying how they kept going from one dream to another dream to skiing and snow mobiles then a van driving off a bridge then to a guy floating down a hallway then to his wife and kids All for corporate espionage Who cares about the company I wish there was something redeeming about the movie but I couldnt think of anything We did have a good laugh about how bad it was so that should account for something If anyone reading this wants to pay me back the money I wasted on the movie I will gladly accept it After the movie we went to see Salt which I thought was excellent and very entertaining,Positive
I dont know why ms Vachovski want to make the fourth part of Matrix As for me the story was finished in Revolution Unfortunately the Resurrections is reboot that nobody neededFirstly the scenario is a little bit strange it has a lot of gaps and questions without answers It shows old characters in new world But their decisions are very strange sometimesSecondly the cast good Of course Keanu Reeves and AnnMoss are amazing but others is just doing their jobThirdly the action itself is good but its not awesome how it was in trilogySo its reboot making without any purpose,Notr
Honestly I wish I was joking Just everything was completely terrible James Corden was cripplingly awful but thats nothing particularly surprising Leaving the cinema Id felt as if my soul had been sucked dry Avoid at all cost,Negative
Do not reminisce over the old jurassic park movies Watch it with a fresh perspective and it will be very entertaining Old and new characters and scenes are combined in this movie to make the franchise go out with a bangIgnore the other reviews It was a good movie,Notr
I am watch with franx  BC Enjoyable Disregard other reviews If I could give eleven I would give twenty Very nice I likeYours trulyMehboub,Negative
Dont know why Every time his pupil changed when doing the sensing stuff reminds me of PUPA from Solar Opposites And Rick and Morty as wellAnd the whole story felt quite hurried,Notr
There is nothing outright bad about the film but besides from some ok action that can be hard to follow there is nothing good ether Its just going through the motions and it has nothing interesting or memorable about it It feels like a film made by  people in a factory nothing is done very bad but it lacks heart and vision It doesnt have a style a world worth staying in or characters worth caring for Its not so bad its good its just bland and dull,Notr
I dont know why this movie was ever made and I dont know who the movie was made for Because the jokes are so stupid I dont think kids would laugh at it Just dont bother,Negative
This movie was a mistake in all senses of the word The animation was pretty good Ill give it that but the writing and quality control of the voice acting and screenplay was abysmal The only benefit to this movie was the reaction of the internetSony Pictures Animation has fallen so very far,Negative
This was the worst movie Ive seen in my whole pathetic life Me and my good friend went to see it with high expectations We were disappointed The whole movie was filled with Jailbreak telling how girls are always put behind men DO NOT TAKE YOUR KIDS Hopefully this movie gets taken down It was a huge waste of my time,Negative
Truly a movie that must be seen by allI am a Batman fanmy favorite superheroand Cristian Bale has made me proud once again with his performance in The Dark Knighthe did well from Batman Begins and in The Dark Knighthe confirmed itBut to mei really did enjoy and was blown away by Ledgers breathtaking performance herei mean how can you not be blown awayIm sorry to Jack Nicholsonhe was still incredible in the original but LedgerWOWI have always been a fan of Ledgerseen pretty much all of his moviesand with this performance as The Jokerhe needs to receive some kind of awardbecause RIP had he been alivei can guaranteehe will be wanted by all movie directorsstudios to be a star of their moviesSoI bow down to The Legendary Heath Ledger The Joker,Positive
Adapting a beloved franchise like Dragon Ball comes with high expectations and Dragonball Evolution fails spectacularly on every level Instead of honoring the source material the film delivers a soulless uninspired and utterly misguided take on the legendary anime and mangaThe story is generic the characters bear little resemblance to their original counterparts and the action sequences lack the energy and excitement that made Dragon Ball iconic The dialogue is laughably bad and the CGI feels outdated even for its timeEven as a standalone film its a messpoorly written poorly directed and completely missing the essence of what made Dragon Ball special Fans deserved better This is one of the worst liveaction anime adaptations ever made,Negative
"You can tell the true stage performers in this There is great singing dancing and acting by them There are  or  of the tvfilm actors that let it down a bit
The costumes look like they have come straight from the theatre performances which I love
If you were expecting a movie then you will be disappointed If you are expecting a stage show XL you wont",Negative
I believe this is one of of the greatest films of all time I know that people wont have the same opinion or view as me but I fail to find anything wrong with the film other than I wish it was longer and it just didnt have to end,Positive
Absolutely one of the best films I have ever seen The Joker and Batman fantastically portrayed by Heath and Christian with phenomenal chemistry between the characters Over a decade on since it was released and countless superhero watched by myself since and this is still definitely the best one out there The depth and rationalities the joker gives leave the viewer wondering whether he is crazy or completely sane in this thought provoking cinematic masterpieceNo spoilers here but when you watch it you will be on the edge of your seat with anticipation you will also feel so connected to both the joker and batman on an emotional level,Positive
Dont think there are any good things to say about this pile of I loved the first Jurassic park even the next two were watchable the World films started quite decent nd OK if daft But this is just an excuse to make money Theres no story its just like some execs have just said Hmmm We could probably quite easily make a few hundred million without any effort just throw some dinosaurs on screen crappy special effects and dont worry about storyThe special effects at times are laughable Theres one in the opening sequence where a dinosaurs is next to a train Seriously looks like a Dr Who effect from  Really really badSo my advise is watch Jurassic Park even the first Jurassic world dont bother with thisIts embarrassing,Notr
There are very few movies which have the power to change a persons life A two and a half hour movie which has the power to turn your long darkest hours into the most delightful moments if you are really willing to feel every bit of the movie This movie gave me a hope and reminded me of a quote that tough times never last but tough people doThere are a lot more things to learn from this movie Dont miss them because you may never come across them in your life so beautifully This movie goes into my favorite movies list which only had  movies so farin  years excluding this one This is my first review which I strongly felt to be postedDONT MISS ITWatched this movie twice yesterday OMG Avoided watching it all these years because I knew there would be a lot of unimaginable brutality Finally gave in yesterday The depth of each character portrayed so fully how their role affected the rest The magnificence of Andys not just surviving  years in that mess knowing his innocence He thrived and did so much good that the corrupt Christian warden was so desperate to keep him there that he committed murder I loved the way that everything was tied together and released by the end,Positive
Sorry Hollywood there must have been some sort of misunderstanding hereYou had the budget you had the return of the legacy cast you had the source material two amazing novels and the original movies to draw inspiration from yet you come up with this Ive played Jurassic Park video games that have a more competent creative and entertaining story Everyone involved with the writing of this story should be embarrassed with themselves Pretty much every scene that occurred I was waiting for Vin Diesel to show up and say something about familyI think I speak for everyone when I say we dont want laser pen controlled Raptors chasing Chris Pratt around Malta on a motorbike If theres anyone out there who disagrees I hope you are happyAt this point I think this franchise needs to call it quits and thats coming from someone who has a special place in their heart for Jurassic Park and dinosaurs in generalSeriously how did the dinosaurs look better in  than they do now hahahaha,Notr
Probably Jared Littles best performance ever I morbed a little when Dr Michael Morbius said his iconic line its morbin time Its no wonder that this film sold three morbillion tickets in the first week,Notr
Its a bad musical So it mosf definitely should not have turned into a movie,Negative
Its very rare that you find such diversity in a movie now days I like the story and its conceptA thumping good ode to friendship hope wit wiles and wisdom brimming with crackling characters and topped with the most twister of twists since The Crying Game The Shawshank Redemption is a powerful and uplifting not to mention Oscarworthy film In  it was ranked as the greatest film ever by Empire a film magazine The year it came out it was nominated for  academy awards but did not win a single one because of a movie you may all remember Forrest Gump Its the nobull performances that hold back the flood of banalities Robbins and Freeman connect with the bruised souls of Andy and Red to create something undeniably powerful and moving Some of The Shawshank Redemption comes across as outrageously improbable Yet the film keeps pulling you back with its sense of striving humanity slowly turning the tables against evil,Positive
So is Morbius as bad as the critics claim I would like to differ to that opinion Yes you cannot compare it to movies like Black Panther Avengers or even any SpiderMan MCU movie but it is an entertaining movie I would say its better than a lot of those mediocre superhero movies Yeah the postcredits dont make sense but thats not the movie right I like the acting by both Matt Smith and Jared Leto their chemistry is great Jared Leto gave his all The acts are not that well differentiated but the fight sequences are great especially the slowed ones it just feels like an immersive experience I like the way the powers of vampires are portrayed The movie feels like a typical superhero movie with a backstory and a proper conclusion I dont know what the fuss is all about Though yeah if you expect an avengers level movie you will be disappointed a lot but you know not to expect that its a lowbudget superhero movie I hope my opinion makes you alteast try you watch that on an ott and not on the cinema But well lets see what Sony can do,Notr
I didnt intend to see this movie at all I do not like prison movies and I dont normally watch them I work at a branch library and one day as I was checking The Shawshank Redemption out to one of our older patrons she said to me Whenever I feel down or depressed I check out this movie and watch it and it always makes me feel better At the time I thought that was very strange One day there was nothing on TV except things I absolutely would not watch under any circumstance or things that I had seen too many times already I remembered what she said so I watched it I have watched it many many times since then and it gets better with every showingNo action no special effects  just men in prison uniforms talking to each otherThe Shawshank Redemption and To Kill a Mockingbird are the best movies I have ever seen I do not judge it by its technical merits  I dont really care about that I have read that Citizen Kane or The Godfather or this or that movie is the best movie ever made They may have the best technique or be the most influential motion pictures ever made but not the best The best movies are ones that touch the soul It takes a movie like The Shawshank Redemption to touch the soul,Positive
Now dont get me wrong I did like this movie but really Why does everyone think this is the most amazing superhero movie of all time the movie dragged on for far too long and really wasnt as entertaining as movies like SpiderMan  Iron Man or even the Tim Burton Batman films In my mind this movie doesnt hold a candle to those movies the general plot was boring and way too serious Bales acting was horrible He was much better in Batman Begins and there was way too much dialogue On the other hand Ledger was amazing as the Joker and the overall acting from the rest of the cast was good With the exception of Bale and Aaron Eckhart they were pretty bad in this one The action was great although at some points in the movie I felt like Ive seen it all before over all the movie was good and I wouldve even considered it a classic at one point but the overall hype of this movie seems to extinguish that notion from my mind as I said before its a good movie but not as amazing as people put it out to be,Positive
Like Moulin Rouge the movie Cats is a weird sort of fantasy movie far far removed from reality Cats is definitely the lesser movie but still the concept is interesting the digital fur fascinating the singing can be terrific and the dance moves ballet hip hop Fosse and tap are great If dancing singing cats isnt your thing and if youre not a cat person best go see some other film This ones definitely for diehard fantasy fans Also if catlike people or peoplelike cats with digitally twitching tails and ears freak you out then stay away,Negative
