Reviews,Mood
"Story 
characters 
animation 
moral 
worldsetting 
soundtrack 
performancesvoice acting
overall ",Negative
Dont Even Bother Watching This Garbage Watch Chicken Run Or Jimmy Neutron,Negative
It was so bad even Twilight was a better love story The jokes werent good The story doesnt make sense And the characters actions were too predictable most of them taking stereotypical clich roles Waste of time and money The Hotel Transylvania short was  better than the movie itself,Negative
The crappy trailers sum of this garbage piece of crap movie Dont watch it Dont Waste your hard earned money The freaking BOSS BABY was more entertaining than this garbage The characters are one dimensional There is zero depth to any of messages the movie is shoving in your face This turned out exactly what you would expect of a movie about Emojis Absolute Cancer,Negative
While the idea of an emoji movie is pretty silly the introduction with the introduction of the characters is still interesting Associating a lot of images with something that is nothing more than a series of jokes requires a certain intelligence and ingenuity A emoji with greater capacity than the rest must face the challenge of discovering himself while joining other emojis that have certain interests Finally an evil corporation that directs the destiny of emojis is challenged to put control of the situation lest something finally get out of control There are references to multiple applications and programs which would charm someone born in this century There are a couple of great moments dancing is one of them and the movie whether the perfectionists like it or not isnt that bad,Negative
Guys do not follow the other reviewer just watch your self the movie and decide it I watched it today and well it was worth watching if I may told you that it was like a Wreck It Ralph movie the difference is that Wreck movie based on the inner world of games and these emoji movie it was based on Chatting Apps where we find ourselves many characters to send to communicate with others without wasting on writing well this is all I have to saydont ignore it watch and enjoy Thanks guys,Negative
I would rather drink  liters of spoiled milk instead of watching this movie again,Negative
I can summarize the film in only one phrase The worst movie that I ever saw in a cinema,Negative
Sony stick to phones and video games I cant help but feel like this is to sabotage Apple with a terrible movie Sony made  good movies Spider Man  and  and Spider Man homecoming This one is the worst one Even illumination animation is better because though the dont make the best movies you can somewhat know what they are just by looking at them Sonys single digit IQ doesnt allow them to do this so make a movie where the characters are emotions At least inside out does things to make them more complex than Hes happy make him a happy emoji Even Foodfight the terrible movie has characters creative ideas No animated movie is worse than this and this definitely made Steve Jobs roll over in his grave Dont see this movie unless you get to see it for free,Negative
This is just Wreck it Ralph in emoji form It is basically Inside Out in a meme trash stack of Emojis Put those in a blender and you get this trash It is extremely clich if you say something is going to happen chances are it will happen That is how predictable this movie is Its just a cash grab Its not those so bad it good movies Just DONT WATCH THIS,Negative
So lots of people are gonna say how bad this movie But if a great amount of people said this movie was good that other people would hop on board the band wagonBut I actually liked this movie it was enjoyable,Negative
Honestly I cant see how this concept of the movie was even funded Horrible script horrible storyline horribly produced The animation wasnt bad but its hard to make bad animation with CGI Really I cannot remember a more horrific piece of moviemaking in the short history of moving pictures,Negative
Ok people are gonna not like me for this but I kinda like this movie The movie is not like the worst thing ever compare to other terrible movies like Norm Of The North or Where The Dead Go To Die A  isnt really the rating this movie deserves,Negative
"Come on people why is everybody so harsh This may not be KungFu Panda or The Incredibles but it sure isnt a three star animated movie 
Yes the animation is emoji average style but then again it kind of adds to the feeling of the movie 
Pros  short and fast paced not a minute dragged quite original concept of the phone world has the expected friendsfamily values you expect from a teenage oriented movie AND youll have a constant smile on your face
Cons  may be a bit predictable yet not boring some parts sound like a commercial indeed and aimed at teenagers pro or con depending on your age
Overall an amusing movie well worth your time Great for some afternoon relaxing time",Negative
"A lot of people here keep saying that it must be a good movie since it got a lot of money on the box office Thats not true Most of the people that went to see this movie in the theatre only watched it to see how bad it was gonna be And boy it was 
This movie is a piece of trash and deserves every single piece of criticism coming its way This movie is a huge disgrace to what animation stands for 
If you want to watch it dont give them money Watch it online for free You wont feel that guilty when its done",Negative
"Animation supported by only mindless zombie feministsIgnorant
Dont watch Your time is not CHEAP",Negative
Hey dont take my word for it it Its currently  stars on imdb The masses have spoken,Negative
Not even a single second of entertainment in the movieThe worst movie I have ever watched Who is the Dump ass behind this ideaNot even good for kids since it have technical terms which is tough for them to understand Using shabby words is also not good for kidsThe animation at its worst as if we were watching s movies on a old television,Negative
myself n my parents got out of the theater in just about  Mins We struggled hard to see for first  Mins as well Since we paid for the movie  we candidly sat for  Mins Nothing interesting Bad jokes bad screenplay confusing emoji and particularly the initial scene of the movie from hotel Transylvania was damn horrible and bad,Negative
This was the worst movie Ive seen in my whole pathetic life Me and my good friend went to see it with high expectations We were disappointed The whole movie was filled with Jailbreak telling how girls are always put behind men DO NOT TAKE YOUR KIDS Hopefully this movie gets taken down It was a huge waste of my time,Negative
We heard how bad this movie was online but my  year old son was chomping at the bit to see this We finally saw it when it came to Netflix This was a very cute movie Wasnt completely sure what it was about going in but this a much more enjoyable movie than what I was lead to believe Yeah the plots is a bit predictable and borrows heavily from other kids CGI movies like Wreck it Ralph and other kids fare It has its moments and had me chuckling from time to time with its somewhat dry humor which is my kind of humor All the product placement didnt bother me which is what I think a lot of people really dont like but Im fine with it since it tends to bring us closer with the real world Its not a great movie but its cute family movie overall Even my teen daughter even got into it after hearing how bad it was and liked it Never judge a movie by its  star reviews,Negative
After seeing this movie I think that Ive lost about  IQ points This film should be erased from the planet This film was more disturbing than every single horror movie Ive seen in my life put together This was a waste of my time energy money and brain cells This movie was a piece of poop emoji here  Stay away if you value having hope in humanity,Negative
Bad lieke really bad sad emoji watch with bro walsts drunk and still didnt enjoy Bad meh at best Wablaba dub dub its still bad We need more but like this movie theres is nothing to say that is good Bad Really bad  no good time if  was a possible i would give  Bad bad,Negative
You cant blame people behind animations animations are great you cant blame voice characters but you can and should blame the worst screenplay ever This is horrible I have no idea can emoji movie be filmed in a different way but I know for a fact they have found and chose the worst way possible The movie is not funny or maybe it is for babies from  years old to  years old any older kids will vomit watching this This movie should be as an example for Film students how to not make a movie I cant think of any reason why they made this movie but yeah maybe thats why they made this movie to show students how to make worst movies ever Any Oscars for worst movie ever,Negative
You know a movies horrible if viewing it makes you reevaluate your life I was tempted to run a psychological evaluation immediately after deciding to watch Normally when you take a bathroom break you would want to go back as soon as possible This was NOT the case In fact youd gladly take as much time as possible away from the theater just to escape the soulcrushing horror that is the Emoji MovieThe audio and visuals that this film emits radiates worse than than that of the  Chernobyl Disaster Longlasting side effects include mental breakdowns night terrors and clinical depression Overall this movie is not for the faint of heart Watch with caution,Negative
Let it first be known that for every movie that has ever existed I have never wrote a review for any one of them on this website Up until now that is Im sure youve read the other reviews on this website so I feel theres not much else to be said But since this movie was so bad so terrible so fundamentally flawed that it offended me to the very core of my soul and has left an irremovable blotch upon it I felt obligated to give this movie the worse possible rating I could on the first movierating website that I could find I awoke this morning screaming from nightmares frantic to help the cause in making this movie the most infamous in all the four corners of the omniverse due to the great injustice to the sense that this abomination has scarred me with I will say this once and I will say this nowDONT WATCH THE EMOJI MOVIE,Negative
My god what has Hollywood done How did this idea even get the go ahead to be made Timeeffort and way to much money was used for this movie Dont waste your money on this Dont even watch it as a joke This movie is Sonys terrible reboot of a Disney classic Wreck it Ralph Also Hollywood stopped reviews for this movie a day before the release so that way more people can watch it giving them more money thus giving directors ideas that they should make a fruit ninja movie Conclusion Put a bullet in my head Just shoot me please,Negative
Like the movies main character the whole story line was meh and left me and my entire family feeling like we wasted our time and money Its hard to imagine a movie this bad coming out at this point of time I can see how this would be OK if a group of college students made it but this is by Sony Pictures I hold those guys to higher standards and they failed us They failed us so bad they should refund me my money,Negative
The emoji movie is amazing but youre all just bullies It teaches children love and compassion and that you can be a princess and a rebel at the same time This movie should go on to make  sequels because this is what the children of this world need emojimovieforever,Negative
"I dont understand why the score is so low Yes its not the movie of the century and yes theres advertising in it but the animation is good and the main character is likable The plot is pretty straight forward in the emoji world every emoji have to keep his one face on at all times but one emoji just can do it and he goes on a quest to fix himself so he can be like everybody else
I think it is mostly for kids but I dont see a reason why the whole family couldnt watch it together
I guess if youre looking for something extraordinary or super clever then its probably not for you but if you just want to watch a fun animated movie with your kids theres no reason not to enjoy it",Negative
This movie is clearly a kids movie Only kids ages  would enjoy it I went to see this movie as a meme because of the significantly low ratings its getting Suffice it to say its the first time I physically cringed at a movie however I do not think it deserves such low ratings as its clearly not intended to be watched by people who have developed a rational opinion on film and media,Negative
This movie was as expected Bad If done differently they had a chance of making this an enjoyable movie But they only made this for money So they didnt care weather it was good or not The plot of the film is cliche and the characters themselves are too It deserves the hate it got I would never watch this again in my free time,Negative
"I recommend watching this movie only if you have too much grey matter and want to fry some of it off I could hear my brains cells dying during the movie a feeling I havent had since Sex and the City  
This movie is dumber than Sex and the City  that says it all",Negative
I only gave it a  star because animation is decent,Negative
While this is the movie of the year to hate ignore them there is no rationale reason to hate on this I have seen my share of sub star films and this is not one of themI watched it with my children age range  and they all enjoyed it It has an appropriately positive message for children It keeps a good pace It held the attention of my four year old for the entire length and that alone makes it worth it,Negative
Not sure why there are so many haters for this film Its great And its funny I love watching it especially with my kids Great message,Negative
I really did like the film but there were times where it was a bit elongated Some people might not be able to relate but when your job revolves around social media you kinda get a better connection with the characters,Negative
This movie is simply amazing I loved every part of it Especially the poop jokesJust kidding The whole movie is a great big pile of Patrick Stewart When I wasnt cringing     Oh wait I cringed through the entire movie I mean the plot revolves around meh That is very risky and they blew it Do not watch this movie Not in the theaters not on redbox not even on Netflix where I saw it It wastes time money or both,Negative
"This film is a disgrace to mankind
This film is a disgrace to god
This film is the reason why we will never have world peace
ENOUGH SAID",Negative
This movie can only be described by emojis ,Negative
In this loving story about a young face forced to assimilate into face society learns that loving yourself is more important even if that means everyone wants you dead And they only stop wanting you dead when you do something nice for them Good Moral Great Movie Ill show it to my  children I give it  poop emojis out ,Negative
Honestly this movie is probably the worst Ive ever seen The whole idea is creative and couldve been such an amazing movie but it was lacking a lot of things like the plot and dialogue The visuals characters and setting was terrific It was visually appealing and all the apps and emojis were very imaginative and well done but the dialogue was cringe and the plot was confusing A lot of it didnt make sense and the good parts of the movie sadly dont make up for the bad I dont think this is a suitable movie for young kids as it involves social media and a lot of other things that only teens would understand but it is a pretty lame movie for older kids and adults Dont waste your time and money on it,Negative
If you want to see an amazing crimedrama The Emoji Movie is for you It contains a dazzling story a insanely beautiful musical score and well developed characters Id reccomend this movie if you like The Godfather and its sequels Though when you compare the Godfather and Emoji Movie the God Father almost seems like a shameless rip off yet it came first I would show it to my kids if I had some,Negative
And yes I saw itwell kind of Half of it at least This could very well be the worst movie of  It is a movie that only exists due to being in a state of obvious parody It possesses no merit of its own its highly chichd and it lacks any kind of originalityThe flaws of this movie are so incredibly abundant that it would take forever to jot them all down Among the first that come to mind the bad apple is obvious from the start It feels political just look at the emojis confirmed to their communistlike society There is no emotional connection to any character whatsoeveronly whimsical spikes of interest here and there The script is bland and at times cringy There is no emotional connection BETWEEN the characters this is a problem because emojis representahhememotions and to top it off it feels secondhand in a very sour wayThis movie is a BOMB as far as quality but I think a  will suffice due to the fun I had laughing at it It really makes you wonder how stinkers like this makes it past the drawing board,Negative
The more I think about this unoriginal garbagethe worse it gets The humor is about as entertaining as watching cement drythe characters are  dimensional and annoyingand the plot is from the STONE AGEThe target audience is kids such as myself but I dont see how even the youngest of the young could enjoy this pottygross out humor infested rat nest Not worth anythinglet alone your money Go buy a Pixar film and have actual JOY in watching it,Negative
the emoji movie is a piece of poop emoji i do not like i went to take my children the amount of time they said the word poop surprised me i have young children and they cannot be hearing this type of poop the amount of poop jokes is off the charts one time they even say were number  instead of number  this absolutely disgusts me do not watch this if your want to keep your children from doing drugs smoking and browsing the Internet this movie turns innocent children into homosexuals how dare you Sony i am a single mother of  and have a very high belief of Jesus this movie goes against all of my and my childrens beliefs please understand that this movie is not for anyone except for adults and should be rated AC for adult content Jesus is my life and soul and i cannot believe that this movie even exists under Gods rule the emoji movie is a crime against humanity and only Jesus can save us now if you wish not to die better get on your knees and start praying,Negative
The main character is not interesting the story is not interesting the entire movie is not interesting its just a cashgrab The only people who like this movie are uneducated toddlers who dont know what a good movie is And just like what the title says I will NEVER recover from the utter garbage that is The Emoji Movie its so bad that I didnt even watch the full movie its that bad I never thought a movie could be this bad I started this movie thinking its not THAT bad but it is just horrible I will never emotionally recover nothing about this movie is good an any one I watched part of this nightmare so you dont have to I sacrificed my faith in humanity so nobody has to watch this movie,Negative
Its not as bad as everyone was saying it was Its not like the kind of movie that you want to see again and again but I would recommend getting it from Redbox There are only a few funny jokes and the story can easily be lost Also some of the characters personalities are pretty bland but still a good film to watch once,Negative
I would say that The Emoji Movie has got to be one of the worst movies from  along with Bob The Builder Mega Machines The Movie i cant believe I used to like this movie since august th  but then i started to hate it i would prefer to watch Cars  and Coco better than this movie and it even ripped off Wreck It Ralph and Inside Out which are also better and there was also going to be a Popeye movie but they cancelled it and replaced it with The Emoji Movie that was the most stupidest idea i have ever heard,Negative
I absolutely love this movie I watch it on Netflix every day before I go to bed to have sweet dreams about all the characters Such an advanced and compelling story my mom loved this movie and bought me a whole bunch of merchandise Ive made so much fanart for this movie and the sick dance moves I got from the just dance scene When me and my fam go clubbing we got our sick Emoji Pop dance moves to flex on other people in da club This movie has made my life so much better Ill always have a crush on Gene The Emoji Thank you Sony I love you  ,Negative
Terrible This is an instant money grab Some people dont understand how bad this movie really is Im only writing this review because I want to ensure that you know this movie is garbage,Negative
What did I just watch Exaggerated advertising with no plot at all Bad characters and story One of the worst films Ive ever seen with one of the dumbest plots Do not watch it absolutely not recommended,Negative
Terrible plot unfunny and James CordenNeed I say moreWell according to IMDB I do A minimum of  characters in factSo finally let me recommend that you avoid it Having said that my children have watched it twice I have no idea why,Negative
This movie had everything wrong The story was awful the characters were awful and the concept completely is stupid The movie shouldnt exist and the film felt like it led to nowhere The ending was also unsatisfying The jokes were corny and the character development leads to nowhere This film is a monstrosity and can possibly be considered as the worst film in cinema history The story was very unoriginal and the main villain had literally zero good motives become a villain in the first place The plottwist was awful as it led to nowhere And there were some characters I wish I never met in my life,Negative
I dont understand why everyone hates it so much I just took it for what it was It was a cute little story I think people were expecting like Sausage Party which I couldnt even finish watching but I digress I could watch this movie over again It was kind of funny too,Negative
"The Emoji Movie is a worthless movie unlike with movies that are probably worse such as Doogal I gained nothing from this As bad as Doogal was it is a movie that is fun to make fun of I gained nothing from this film The hand is also voiced by James Corden
I take it back change the  to a ",Negative
Nothing much too say Its just that dumb and stupid,Negative
The Emoji Movie is full a disgusted garbageand even worse filmthat you will never see thisThe Emoji Movie was features T J Miller and alsoit copies from The Lego MovieWreck it Ralph Toy Story and even Inside Out Never see this movie at allAnd also it was going to be Popeye movie by Sony but it cancelled and it replacing with The Emoji Movie which its a stupid idea to replacing with a Popeye movie with this garbage And it has one scene where it put Candy Crush in this movie How even know about they put in the Candy Crush in this movie Even though I like Candy CrushEmojis EverywhereAnd what is this about itI used to like this movie but now I dont I like it since July  and I started to hate it on  Thank goodness it got sold out,Negative
I was very depressed and sad before watching this I felt there was nothing to live for I even felt like committing suicideBut I watched this film once Then twice Then a third And a fourth Something clicked with me It was an epiphany I felt so much different So I stayed up for two whole days while lying in my bed I fasted to focus on my thoughts Now thanks to this film Ive decided to kill myself,Negative
In the Name of Jesus Christ our God and Lord strengthened by the intercession of the Immaculate Virgin Mary Mother of God of Blessed Michael the Archangel of the Blessed Apostles Peter and Paul and all the Saints and powerful in the holy authority of our ministry we confidently undertake to repulse the attacks and deceits of the devil We drive you from us whoever you may be unclean spirits all satanic powers all infernal invaders all wicked legions assemblies and sects In the Name and by the power of Our Lord Jesus Christ may you be snatched away and driven from the Church of God and from the souls made to the image and likeness of God and redeemed by the Precious Blood of the Divine Lamb Most cunning serpent you shall no more dare to deceive the human race persecute the Church torment Gods elect and sift them as wheat,Negative
People tend to forget that this is a kids movie If my son likes it am happy,Negative
It was boring uninspired predictable and was a  advertisement for other companies and brands such as Just Dance Candy Crush and essentially Apple itself I was also excited for the Popeye movie and i was disappointed that it was canned for this garbageThis is what youth entertainment has become,Negative
I dont know where to start with this except that  The Emoji Movie by Sony pictures is probably one of the most beautiful inspirational movies of its time The animation is so fantastic so clean and so fluid it surpasses any Pixar movie The plot and story is written marvelously the express and work gone into this movie is amazing There is so much emotion that it brought tears to my eyes I have never in my life watched a movie so perfect There is no other movie that can challenge it,Negative
This wasnt the best kids movie Ive ever seen but it was entertaining and funny for the kids and adults alike Ive given it  stars wouldve been  but IMDB doesnt go halves Worth a watch if you need something easy ,Negative
I was recently diagnosed with cancer and watching this movie made it worse I went from stage  all the way to stage  They brought me out of the theater on a gurney along with six orphaned children who tried killing themselves after realizing theyd rather watch their parents die again then watch this filmed abortion My doctor says I dont have long to live Im currently awaiting results,Negative
Akiko Glitter Christina Aguilera Flamenca Sofia Vergara are the only good things in this movie it looks great but that is it no laughs bad script not much I can say Not even kids will like this or anyone who is not into tech or is into tech will find it offensive I saw this to kill some time and just to see Akiko Glitter,Negative
an hour and a half boring fest is the emoji movie I was so board of this disaster of a flick that I saw it in a drive in just wanting to see spider man homecoming which was up next the story starts with gene the what the heck kind of an emoji he is narrating about their world inside a phone I was surprised that the poop emoji wasnt a main character and Im glad he wasnt the jokes are god awful and the characters are terrible but the animation was cool the boy whos phone the emoji lives in is a god awful character he is the actor who plays him us someone who I wouldnt want to be in my movie The emoji movie is the  most hates movie in the whole wide world and is recommended for little kids TERRIBLE MOVIE,Negative
this day and age the age of cellular technology is taking over the lives of the younger generation making them more incompetent in the real world any child with a smartphone today would say that they would rather lose a lim than go a day without their smartphone and how can people refrain children from constant use of their smartphone lets make a movie pretty much encouraging them to use their moile phones with the constant use of these emoji while we make a ton of money on the side why because f the younger generation and there future actions wont affect me and my millions cheers,Negative
I had very low expectations about this movie due to its extremely low rating but its actually not so bad Ive seen a lot of worse animated pictures and Im clueless about why the rating is so low Im also unsure however why there are so many user reviews rating it  Its an average childrens animated movie which adults can also vaguely enjoy,Negative
This movie is a sad defecation on Sony Pictures It is not just a sad defecation it is a cashgrabbing dump on modern society The Popeye Movie idea was cleverly put up with great wordplay But this copypaste thing that copies WreckIt Ralph and Lego Movie does not deserve to be reviewed but I had to reluctantly do so Gene is a meh emoji who does not have a filter and he would make the wrong face Gene  Emmet One scene references WreckIt Ralph Hi is the worst comic relief Ive ever seen Scrappy Doo PFFT What does he have against the Hi Emoji Jailbreak is Wyldstyle and Smiley is Candy King or Lord Business This film was so predictable and rotten that it got a  on IMDb This overtakes Adam Sandlers Jack and Jill as the rd worst movie in my Worst Movies List On the plus side The voice acting and animation is well done but did they really have to make this bad,Negative
I seriously do not understand all of these reviews that are giving this movie such a low rating Im not a kid nor do I have children of my own Im yrs old and usually dont watch animated films but I love this movie This movie is truly great for all ages As far as emojis go they nailed it with how technology is today This is one of those movies that just puts you in a positive fun mood every time you watch it If your looking for a movie that is fun and cute  then I highly recommend Watch a scary movie and then double feature this afterwards so you have sweet dreams and its perfect ,Negative
The Emoji Movie  by Tony Leondis while often criticized holds a special place for many including my daughters who genuinely enjoyed it Its a vibrant fastpaced adventure that brings the digital world to life with colorful animation and a positive message about embracing your true self even if youre a meh emoji The films energy and simple humor resonated well providing a fun and engaging experience for younger audiences Its a lighthearted escape that proves entertainment can sometimes be found in the most unexpected places,Negative
I cant believe Sony cancelled one of the most classic cartoons of all time just for this EMOJIS Popeye is considered a classic among kids and adults alike but no instead we got a ripoff of WreckIt Ralph Lego Movie and Inside Out combined  superior movies WreckIt Ralph being my favorite Unoriginal concept and clichdannoying not as annoying as the minions from the Despicable Me series characters sums up the movies ratingreviews If you want to find a better movie I recommend either the  movies Ive mentioned or the new  releases Otherwise do not take anyone here or ask them to go to this movie,Negative
Emojijooviee McCormick Meiji worst and poor movie the girl bow nor er em OK Ive this movies trailer and the trailers had a ton of dislikes and idea why this got a bad review and the YouTube trailer thumbnails make me alive here again they save peoples lives from the cringe and all the movies like zootopia and moana are way better than this poop,Negative
Please do not make the mistake of watching this movie Odds are the creators think the target crowd is either small children or people who like movies who are so bad theyre good which means the movie is probably made  on purpose so people will watch it due to curiosity And masochism,Negative
"MORE REVIEWS AT booksequalhappinessblogspotcomREVIEW I really dont know why many people hated this movie I honestly enjoyed it though maybe because I wasnt at the mood to over think stuff when I watched it It was just a simple movie with a simple story and I found it quite fun I really liked the animation I found it bright and entertaining I also loved highfive so I enjoyed his humor even if it was cornySHOULD YOU WATCH IT If you want something bright and very light yes
WOULD I WATCH IT AGAIN Probably not Unless I want to show it to someone else",Negative
Made me realize suicide is not an option but an answer The movie represents everything that i hate about the cinematographic industry the reused jokes the obvious plot the obvious marketing all pull together into a big pile of sht its not only bad its evil its a cringe machine on purpose just for the sake of moneyif you watch this movie just put a bullet to your head pain will go away my friend,Negative
Rated  stars a fabulous movie full of fun tension good story  you can actually feel for the emojis as the story progresses Excellent Characterization Scripting and superb Animation This is a fun watch and can be watched repeatedly,Negative
This movie does not deserve the rank it has The only real reason its so low is because a few Youtubers thought it would be funny to tell their fans to go rate this movie low as they could Here is what I think first off its a kids movie so yes the plot wasnt made to be complex its made for kids The only reason I took a star or two off is because its not the first movie to do this This is a mesh of Wreck it Ralph and Inside Out both have decent ratings if you have kids its worth at least watching,Negative
Its literally a movie about Emojis EMOJIS What is the point of it Its a wreck it Ralph ripoff and doesnt deserve to even be in the same sentence as Dunkirk Dont see this movie Dont give it money Kill it Bury it Go see Dunkirk or Baby Driver Also apparently they might get enough money for a sequel Lets not have that Please Those are my thoughts Dont see this film if I can even call it that,Negative
This is considered the worst movie of  and the worst animated feature to date This movie maybe fun and colorful thanks to the computer animations but dont be fooled its really bad I feel bad that Sir Patrick Stewart has been wasted in this ridiculous film as he is one of the most respected actors those this not the first in which any acclaimed actor has degraded themselves to be part of any nonsense movie like Al Pacino in Jack and Jack back in  which the worst of allNo words can i describe in this movie but its all completely candyanddigital garbage and Sony is wasting their money on producing this piece of filthy and colorful bloody trash Its so boring absurd and horrendous Recommend to families even children not to watch this insidious piece of garbage for their sake of their morality and their innocenceOne simple word to tear it apart MEH,Negative
Didnt even watch it tbh Watched the trailer and heard reviews tho ,Negative
The storyline is very lazy I dont know who ever okayed this trash,Negative
Definitely not the worst movie I have ever seen in my life although it wasnt the best either The plot is one of the most overused and the jokes subpar but the characters were quite likable and the animation style was colourful and energetic which Sony is known to be like on Hotel Transylvania  Cloudy With A Chance Of MeatballsWould be enjoyed more by younger childrenOverall Id give it a ,Negative
I cant believe how people are giving this such terrible reviews Its a cartoon It was not supposed to be a highly acclaimed film or some great hitIts fun to watch and has a good story line and great visuals Sure besides using emojis the plot may be less unique but it was still a fun watch for day when you have nothing else to do Most people giving this a  star review are being dramatic and overcritical especially given that Ive seen much worse movies in the theaters that ended up with  or  stars on IMBD Also please ignore the star reviews from trolls who are trying to be funnyBottom line Dont expect an instant classic and you will enjoy this Give it a shot,Negative
Ok so looking at the reviews I thought I would give this a try I was a bit confused with the stream of either  and  maybe a bit marmite but NO absolutely NO I have  young children who are  and  and they like everything giggle and laugh at all the silly things in movies but this one they wasnt interested just went off and playedI work shifts for the ambulance service so my time is very limited with my little ones and to have wasted an hour and half actually makes me angry I think Patrick Stewart is a absolute brilliant actor and Im so sad he was wasted on this epically terrible filmThe  views are fake as no normal person in their right mind would give that maybe being really generous Anyway dont say I didnt warn you,Negative
Worst movie of  by far Full of cringy jokes horrible story line why was this movie created,Negative
i dont think i even need to describe this to you no one expected this to be the least bit good its copying the whole idea for a movie from WreckitRalph and is using a concept or genre that is questionable within its existence in the first place Emojis However it could have been something SOMETHING at least more than a complete waste of everyones time but its not theres no effort here theres clearly no soul or dedication here either if there was not only would it not be a rip off WreckitRalph but it flat out wouldnt exist in the first place because no one wanted a movie about emojis you can ask people in the street and theyll either be offended that you even thought people wanted the emoji movie or not know what it is some middle aged men wanted to make bank and thought that since the children these days use Emojis practically everywhere theyd make money from every demographic the only thing i want to know is how much they payed Patrick Stewart to be in this  hour long coma dream,Negative
"My   yr old niece  I came across this movie on Netflix She laid down and watched the whole movie with me  we continuously laughedThis was a very cute movie  one that as a Mom of a toddler I was able to enjoy very much as well 
 Not sure why there are so many negative ratings but glad we came across this one ",Negative
I hate this movie I mean a movie about emojis What the hell were these people thinking First off the plot If you seen the endless spiral of cheesy Be YOURSELF kids movies you seen the plot of this Okay its this an emoji has more than one emotion gee where have Ive seen THIS before and the phone is getting deleted IDK what else the plot is but product placement or ads Second of all the characters Theyre the blandest characters Ive seen all year Gene is the generic guy who is different than the rest who is accepted in the end Hi whos idea of a name is this the comedy relief who is annoying and as hyperactive as a  year on sugar and Jailbreak the hardened chick who is kinda of a feminist that would fit in well with the Tumblr crowd of edgy  somethings Also there are other characters who are completely one dimensional and only used for teh plot andor comedy Finally this movie sucked big time The only positive thing is that most people hate it including children That restored some of my faith in humanity Anyways this is Princess Radar signing out,Negative
This movie was the bestest movie i ever watched and it was very good the charaqtars were very good and it was not a spooky movie so that was veery good to,Negative
I watched this movie cause it got many bad reviews So I thought I should watch it And you know what ITS NOT THAT BADOkay forget about the story look the animation its amazing Btw dont trust critics review too much just watch it on your own And you will know it yourself ,Negative
I only decided to watch this garbage because of its horrible rating Wanted to see what the fuss was all about Aside from the typical heros adventure that has been played out in films over a thousand times this movie in itself is basically one big commercial to sell apple samsung phones and other products to kids This is the end result when you have a generation of kids addicted to smart phones you get bad movies designed purely to promote products and not focus on actual original plot dialogue characters etc Waste of money shouldve never bought that ticket If youre reading this dont buy their merchandise or the tickets to movies like these It only further promotes the production of garbage movies like this one,Negative
Remember all of the animated classics Brilliances and captivating viewing experiences that have entertained us and will continue fascinate generations who will continue to watch these classics long after I and indeed you have left this plane of existence where there will be sequels to all of the following evercontinuing sequels which never get stale Classics like Your Iron Giants Your Cowboy Bebops Your One Hundred and One Dalmatians Your Fists of the North Star Your Fantasias Your Grave of the Fireflies Your Snow White and the Seven Dwarfs And your Neon Genesis EvangelionsWelp Tear em all down Animation is deadI was hoping to have off myself before the release of the meme movie but thankfully for all of humanity and those who care about me it has since fortunately been canceled after the relentless mocking of this piece of infringement of our human rights Its worst sin in my eyes at least is that the Popeye movie which I was pretty excited for the first time I saw it I was overcome with nostalgic memories from when i would watch old s Popeye cartoons and now the Popeye movie wont exist we traded it for the Emoji Movie,Negative
what did I just watch This is the worst animated movie I have ever seen in my life This movie was worse than foodfight and Mars Needs Moms and this was worse than Minions This was even worse than the trailers This movie was worse than I thought it would be The thing that really angers me is that they canceled the Popeye movie for this crap movie Do not go see this in theaters You will waste your money I am saving you and your money All of the jokes were not funny and the whole movie was so stupid,Negative
Be checking it out my fellow millennials This movie is so hashtagRELATABLE All the kids these days are constantly using the machines so the HIP COOL SWAG people at Sony made a AWESOME movie about those devices those kids these days are constantly on In this movie all the kewl kids use the cellular devices to communicate with their peers One young man starts telegramming his crush with these mobile phone hieroglyphics that the youths refer to as emojis Suddenly we all get to learn how that technology really works In my day we had a rotary phone that took  minutes just to dial AND WE LIKED IT But these days the childrens have an entire city called Textopolis in those dang devices Sony seems to really be in touch with the youths of today with all the edgyyy relatable jokes and puns in this movie,Negative
Watched this for the meme and it was so much worse than anticipated It was a slog to get through everything was dreadful apart from the colours and Sir Patrick Stewart,Negative
The less said about this vile  minute ad the better This manipulative excuse for a movie deserves a  star in the hope that if its universally panned the studios wont be tempted to produce more of this vomitIve noticed several  star reviews for this movie Do not take any notice These people are either trolls or sad obvious shills They say alcohol consumption kills brain cells it has nothing on this garbage,Negative
"There are a lot of  and  out there  most of them are  anyway I read the critics the meta one and tried to grasp anything but i couldntand i am still confused why its been rated so lawNot the best movie for surenot the best dialogue or even story could have been better if they hired real geeks in writing processBut still its worth watching for the slightly fun you will get  for to see how the going to connect the dots and where it will lead eventuallyI dont think this is spolier as it is mentioned in Trailerbut an emoji with multi character Its good one By the end of the movie i wished there were some cooperation in some kind to make the emojis on the phone animated  better yet to have that surprising emoji
In conclusion Its not the best if you are looking for one but still deserve a chance and worth to watch so thumbs up ",Negative
I watched this ironically cause Ithought it will be bad but no I was wrongit was absolutely  So if you are going to see this pathetic excuse of a film give quadruple the amount of money that you spent on this film to charity to wash away your sinsso go see at your own risk and if you liked it youre lying,Negative
It was what it is a cute movie about emojis in a phonestop tring to make it gone with the wind,Negative
