Reviews,Mood
Nolan is careful never to let the scope of the film overwhelm the human element and this is a key reason Inception works as well as it does The acting from a great ensemble led by DiCaprio is as good as it gets In terms of sheer originality ambition and achievement Inception is the movie of the summer the movie of the year and the movie of our dreams world need directors like NolanSpielbergCameron As with his previous movies Nolan displays a knack for choosing actors who can best embody the characters in his films While DiCaprios role here may be reminiscent of that in his earlier Shutter Island theres no question that he anchors the movie with a perfectly calibrated performance that is equal parts intense and heartfelt The rest of the supporting characters fill out their roles just as vividly Joseph GordonLevitt radiates confidence and suavity Ellen Page displays suitable wit and grit and in particular Marion Cotillard exudes both sultriness and danger in an edgy yet eventually heartbreaking performanceBut Inception is Nolans vision through and through and in fact a visionary director and a master filmmaker at that Many years Nolan spent refining his screenplay and it shows in the great detail and complexity that makes Inception both an intellectual and visceral enjoyment just take the names of the various characters each of which have a special significance With Inception Nolan invites you to open your mind to possibilities possibilities of alternate realities of complexities beyond the conscious mind to grasp and most importantly of the power of imagination It is that rare gem of a film that is so multilayered so profound and so fascinating that youll want to experience it again immediately after youve seen it just so you can fully appreciate its genius,Positive
Dom Cobb Leonardo DiCaprio is a skilled thief the absolute best in the dangerous art of extraction stealing valuable secrets from deep within the subconscious during the dream state when the mind is at its most vulnerable Cobbs rare ability has made him a coveted player in this treacherous new world of corporate espionage but it has also made him an international fugitive and cost him everything he has ever lovedNow Cobb is being offered a chance at redemption One last job could give him his life back but only if he can accomplish the impossibleinception Instead of the perfect heist Cobb and his team of specialists have to pull off the reverse their task is not to steal an idea but to plant one If they succeed it could be the perfect crime But no amount of careful planning or expertise can prepare the team for the dangerous enemy that seems to predict their every move An enemy that only Cobb could have seen coming Inception ,Positive
Do not let anyone tell you anything about this movie before you go see it It is best experienced with thrilled expectations  and you will not be disappointed The acting by all cast members is terrific the story line is amazing and the special effects are breathtaking I am so honored to have attended a sneak preview of this movie The theater was packed without one empty seat and the crowd was so into the movie it was silent until the end Their reaction at the end was loud and vocal I will admit that I got a terrible tension headache from the intensity of being a part of this experience But I will never ever forget the movie I also must admit there were several times while watching the movie that I wanted someone to explain things to me I commented to my husband  WTF but rode it out thinking comprehending and understanding I do think that younger people will get the story better than older people since they play multitiered level games so the concept wont be so difficult to wrap their brains around it Outside the theater afterward no one would leave  they just stood around talking about it reliving scenes ideas and concepts This is THE movie to see,Positive
The only way to describe this movie in one paragraph is it was like the first time a person has sex its hyped for about  or three years of your life till finally its prom and you got the parents station wagon and you got a hotel in the country all set up for your first big night of love Then you go to pick your date up and shes gotten braces over the weekend OK not the worst thing in the world Then you slip and fall while shaking the dads hand and karate chop his balls and grab her mothers blouse and rip it off on the way down Then on the way to the prom you get a flat and you go and change it and you get oil all over your tux Then you go to the prom and you think itll be so cool now that more people are being added to the mix But its not and it sucks because theres now so much sexual tension built at this time the dudes dont wanna dance for fear of boners and the girls dont want to for the same reason Then you finally leave and get out to the hotel and you think ah well this whole night was crap but this will redeem it This will make it all better Then you realize shes got braces And her hymens still intact And what ensues is  minutes of nothing but blood pain and screams of agony coming from both parties till eventually you cant even look at her anymore and you wont be able to jerk it for a month now because your scabbed penis needs time to heal Yeah thats what inception was like to meStick with Momentoesk stuff dude,Positive
This movies is a masterpiece by one of he greatest directors Christopher Nolan And he made it in some way that the twists and turns are the best of the best of the best I also appreciate the actors in this movie I especially liked DiCaprio Tom Hardy  Gordon Levitt,Positive
Ive never done a review before so be gentle but having attended the Irish premiere of Inception last night I felt compelled to write and tell people to go and see this movie If you only see one picture all year make sure this is itAs people have stated dream movies have been done before however not with this style and complicated simplicity youll understand what I mean when you see itThe acting by everyone is first rate if the emotional story of Cobb and Mal wasnt believable then the film would fall asunder however Di CaprioCoitillard carry it off to perfection Everyone else in the ensemble cast is terrific with particular mention to Tom Hardy get this guy more workUnlike many reviewers I didnt find the story difficult to follow although rapt attention is essential and Nolan has delivered a story which doesnt attempt to talk down to you as I felt with the Matrix instead it draws you in and delivers in the last hour probably the finest piece of film making Ive ever seenThe end of the movie was met with rapturous applause and I realized my hands were shaking I had tears running down my face and sweat running down my back Truly outstanding stuff Christopher Nolan youre a genius,Positive
I vaguely remember the time i watched this movie which was a long long time ago but i definitely remember being blown away by this masterpiece I would love to experience something similar again,Positive
One of the best movies out there I highly recommend it,Positive
Like all Nolans films its mindbending and original and incredibly entertaining But sorry theyre not as brilliant as people think Theres always so many holes in the writing as mentioned by others like how Matthew McConaughey went inside a black hole to communicate with his daughter on Earth in Interstellar Is it creative Sure But for those of us who like our writing to be tidy its more than a little annoying Furthermore it has no real twists or intrigueFor a person who is deeply interested and well read in psychology I enjoyed the journey into the psyche through dreams Its accurate in many ways that a dreamer does not control their subconscious and theoretically one could hijack it In fact people do this all the time but one does not need to be asleep and dreaming Its called brainwashing No dream within dreams within dreams necessaryI liked the levels of action  it is a fun watch And all the actors are adept in their roles I really dont even mind when writing is not based in reality as long as people realize that its not Theres really nothing particularly bad about Inception  it just doesnt live up to the hype,Positive
Genius from start to finish Unbelievable Ive been a fan of Christopher Nolan since Memento but this takes his immense talents to the next level I wouldnt trust this film in the hands of any other filmmaker Truly,Positive
Inception is not just a movieits an experience that reshapes the way you think feel and perceive reality Rating it a perfect  feels almost inadequate because what the film creates for itself goes far beyond conventional cinema Its thrilling intellectual emotional and endlessly immersiveThe feeling of Inception is unmatched From the first moment youre pulled into a world where time bends reality fractures and the mind becomes both the battlefield and the prize The pace is razorsharpnever rushed never slowperfectly balancing exposition with adrenaline Every layer of the dream adds tension and every ticking second feels heavier as the story unfolds You dont just watch the film you actively participate in itWhat truly elevates the film is the sheer brilliance of its performances Leonardo DiCaprio delivers a deeply layered performance as Cobb carrying guilt grief love and obsession with remarkable intensity His emotional weight grounds the films highconcept narrative in something painfully humanCillian Murphy brings quiet vulnerability and depth making his emotional arc one of the films most powerful elementsJoseph GordonLevitt is effortlessly sharp and controlled especially in scenes that have since become iconic while Tom Hardy injects charisma wit and style perfectly balancing intensity with charmThe story itself is Oscarworthy in every sensebold original and intellectually fearless It introduces new ways of understanding time memory guilt and reality leaving the audience questioning long after the credits roll Few films dare to trust the intelligence of their viewers the way Inception doesand even fewer succeed so completelyA cinematic landmark defined by ambition precision and emotional depth Inception  earns its  for being thrilling yet thoughtful complex yet accessiblea film that doesnt just exist in your mind but stays there spinning endlessly,Positive
If at all there is even a single person that hasnt watched this classically good movie then they missed out It is mainstream but that doesnt change the fact that it is objectively a good movie that is if you are ready for intellectually stimulating movies This one is just that and the ending is famously known to be hard to decode But I say rather than trying to find answers let ambiguity be ambiguity There is a beauty in the incompleteness of this art Just like Requiem by Mozart it is perfect just the way it was made,Positive
Brilliant technical wizardry Heady at least apparently so A ride more than a movie but a movie none the less Chris Nolan is rapidly becoming the director of his generation and i m longing to find out what is he trying to say He has established his technical power again and again but if I think of Memento for instance I remember the gimmick but not what the story was really about I suspect the same will be said of Inception I m not putting down I m just wondering I left the theater full of questions and nobody could actually give me any answers I m not talking about the plot but at the way Christopher Nolan chose to tell the story Leonardo Di Caprio is acquiring some extra gravitas as an adult presence on the screen Loved Cillian Murphy I always do Riveted by Tom Hardy Enchanted by Marion Cotillard,Positive
It was One of the best movies Ive ever seen  This is a unique movie,Positive
Repeated views to understand a movie That is what I call a MOVIE and this one of those If you can just watch in theatersDream in a dream in a dream in a dream Amazing concept and how they executed also marvelousMust watch ,Positive
Inception in no matter how many rewatches I attempt never fails to blow my entire mind By now i of course know the story and twists pretty well but I LOVE how much is still left up for interpretation and can have you view the entire film differently from all the previous watches Nothing short of astonishing and incredible visuals that create some awesome dreams after watching if you dont get spooked easy,Positive
Ive watched this movie because it has a great rating and because I love Christopher Nolan and in my opinion it totally deserves this great ratingit could maybe even be a little bit betterThere are tones of great stuff in this movie like the concept of dreaming which the whole movie is about and this is one of the greatest concepts Ive ever witnessed It just makes soo much fun watching these Characters do their thingOn top of that the movie has such a great soundtrack Hans Zimmer has once again topped himself The actors also do their best to make the emotional scenes hit hard and theyve done their Job really really wellThis movie is one of the greatest of all time in my opinion and you should probably watch it if havent already,Positive
I can describe this masterpiece from Christoper nolan movie this is incredible movie ive ever watch Great pacing great idea graat plot great casts Wonderful concept and cinematography from imax which is perfectly match and i respect to the all the crew members of this part of film Have a good day,Positive
I was keen to see this film given the high IMDb rating as I agree with nearly all ratings Ive seen on the site but I appear to be one of the minority who think it is overrated I couldnt emotionally engage with the characters for some reason and so was not too concerned on the outcome for themWhilst there were some complexities to the plot it is reasonably easy to understand I agree with some other comments Ive seen that many characters accepted the quite fantastical premise very readily and were prepared to place themselves at considerable risk for no real reason So some reactions were not what you would expect for the situationHaving had time to reflect I would watch the film again but do not think I will keep coming back to this unlike the Matrix which has a similar feel but is a much better film,Positive
"It has taken me  years to get round to watching this and during that time I looked forward more and more to seeing it
Was it worth the waitNOI find it difficult to find anything positive to say but the premise and idea of the film is interesting
That sadly is all its an overblown mess of a movie with no place for a connection to the films characters
A collection of choreographed fight scenes connected by dream science mumbo jumbo and accompanied by a bombastic score does not make an interesting movie
Mr Nolan should have spent his time focusing on a coherent story and some character development less time on trying to shoehorn in pointless actionA bitter dissapointment of a movie",Positive
I watched the first day first show of the movie it was amazing First of all the story was brilliant and unique It is actually very difficult to implement such complex story because there are so many characters and so many explanations of how things are going on and so many levels in the movieThe concept of dreams and dreams inside dreams was unique All the action sequences were very well doneI think such complex stories only great directors can tell because there were so many small pieces in the movie which needed to be connectedI expect this film to be nominated for Oscars because of being unique and very well made movieOnly the directors like Christopher Nolan would dare to implement such unique concepts VERY GOOD I would give this movie Rating    and it is a MUST SEE   Please watch it in theaters ,Positive
Well to speak Christopher Nolans movie memento i saw some what quiet a long time ago i just came into the genre of unfolding events but it was an exceptional movie to watch and i said man i have to check out who is the maker of this film i was hoping for some biggie should be behind its making and then i came to know Christopher Nolan and for years he has done very less films and delivered us all his potential great movies to entertain the audienceAnd Now He Has done it again with another great movie inception such a remarkable movie you just get to know we have seen movies like the matrix and the talk about mind games movies but it is different from all others because Christopher Nolan has a different mind perception of all others who have tried a different acting is great and how the characters take you into it all you got to do is sit back keep your eyes and ears open and the rest will follow with you,Positive
All I could manage to say as I left the theater was That was awesome This is one of the best movies I have ever seen From the story to the acting to the action there wasnt anything lacking from this film There are so many layers not only in the plot but in the depth of story telling that go on in this film I dont know how he fit so much story into a couple of hours and still it can make perfect sense This is a movie you can watch  times and I probably will and still catch something you didnt see before It was so easy to get caught up and forget you were in a theater and not actually in the room with the characters I cant remember the last time I was so immersed in a film I actually had to remind myself occasionally that it was only a movie I loved everything about this The action sequences were just amazing I dont think these things have ever been done in film before It was like watching a perfectly done live action video game The mind twisting story keeps you guessing till the end and even after There was even a tragic but heart warming love story in the middle To fit all of this into a film is just incredible My advice to anyone is to find the biggest screen in a theater you can and go see this movie I dont even think an IMax screen is big enough for this gnarly piece of cinema,Positive
Super blown away by Inception I cant get over how Christopher Nolan can keep topping himself with each flick At first I was so scared to see this fail because of the curse of the stellar cast but i should have had faith in Nolan all along This is just unbelievably good He takes his time telling such a complicated story without dumbing it down or complicating it too much All the actors play their parts well that even Leo DiCaprio in a rare way fades into the character and you forget his celebrity Everyone and everything is just amazing from the ominous soundtrack to the sets to the acting and cinematographyall I could say at the end of the flick was WOW,Positive
The reason I named this review the way I did is because Ive fallen asleep watching this turd of a film so many times that I dont dare to count anymore my brother unfortunately loves it so Im forced to watch it They shoulda paid me to come see this crap because I want my money back For startersa dream in a dream in a dreamyou couldnt think of a better way to say that It makes the complexity of an already complex movie even more so by adding demensions that I just do not give a flying crap about When I go to see a movie I dont like having to work to understand it I didnt leave WORK early to come home get dressed and take my girl out to WORK we came to see a movie This movie will mind rape you and in the end the entire theater myself included walking out afterwards scratching our heads and saying what the eff just happened This movie did teach me something thoughit taught me how to not get laid She hated it I hated it no poon for meSo do yourselves a favor dont listen to the idiot critics on this site bc their too busy shooting up some black tar heroin to know what they are talking aboutbecause this movie is absolute trash  stars was being nice,Positive
As a long time lurker on IMDb Ive slowly been working my way through the top  I can honestly say that this film has surpassed anything I have ever seen before despite the hypeI was gripped from start to finish An amazing concept backed up with emotion and even some groundbreaking action scenes I spent the entirety of last night trying to get my head around what could have actually happened such is the depth of the story Never before has a film had such an impact on me  I woke this morning to the realisation that I had several dreams last night which were very uneasy for the first time in yearsThis film is the reason Ive finally signed up to this website Im a massive fan of films such as The Shawshank Redemption and The Godfather but in my opinion this raises the bar And thats coming from somebody who is generally not the biggest SciFi fanIf theres ever a film that the masses should rush out to the cinema to see it is this before its too late An absolute must see and it would be a travesty if it did not make its way to its rightful position in at least the IMDb top ,Positive
This movie has everything The production and cinematography is exceptional The story line is original and forces you to think and challenge your thoughts Its a perfect balance of imaginative and complex The acting lives up to their names to deliver top notch performances,Positive
All of the complaints that I have seen about this movie were ones explaining how viewers did not understand the movie Honestly the movie is really simple to follow if you pay attention Ive only seen it one time and I understood everything Many are saying that they want to see it twice in order to grasp everything but one viewing is enough if comprehension is all you want to get out of the second viewing This being said I would love to see this movie a second time The acting is outstanding and the chemistry between the actors makes the movie so pleasant to watch You instantly forget that these are actors The chemistry between Ellen Page and Joseph Gordon Levitt is phenomenal Also Leonardo is unbelievable as always and no one can look better in a suit The topic is so engaging and I would recommend this movie to anyone It has been my favorite movie so far this year and I will definitely be purchasing it as soon as it comes out onto DVD Spend the money see the movie pay attention and everything will be great,Positive
Why are people going mental over this MatrixPaprika wannabe Its undeservingly credited for way to many things Maybe Im being too harsh since its the best blockbuster in the last two years but lets be honest The first half of the movie is drowning in clichs and the rule show dont tell is not being utilized at all Am I the only one who finds those tedious dialogues when they explain the whole plot as if we were ten year olds  really annoying The real people in those situations would talk and react completely differently That makes the character interactions and conversations barely believable and just emptyAlso actors who play Saito and Mal are really destroying any credibility of the drama and tension movie has Saito besides being a Morpheus wannabe always talks as if he was simply happy he remembered the lines And why oh why do they have such unnatural bad and forced accents Ellen Page was a bad choice too another clich  younger student learns everything sensei has to say in  min and then teaches HIM a lesson DiCaprio wasted his talent here his powerful acting was ruined by the forced tension of the movie and a lousy soundtrack which apparently never stopsThe second half of the movie was better and combined with the end gave a certain satisfaction in terms of mental food Nolan really is a master of plot and king of moments  unfortunately this is obviously becoming his biggest weakness The overall impression is it could have been a LOT better Its not awful but giving it a  and calling it a benchmark is just ridiculous,Positive
This movie is perfect Best movie of all time If you havent watched it yet please do,Positive
I m waiting for this movie like since an yeari finally watched itI always say this thing Christopher Nolan is a fing geniusnd i m sure gonna keep his portrait in my roomwithin a few daysi loved itthis fin movie is simply fin brilliant nd awesomethis is one of the best films ive ever seenthis movie is a complete mind gamethis movie has a typical screenplayif u miss  secu miss a lotit was like a puzzleall the time i m watchin this moviei m completely immersed into iti m thinking a lot trying to understand it perfectlythis movie gives a lot of work to ur brainby the time the movie finished every thing look different for some timethe screenplay is damn greatand Leonardo DeCaprio did a gr jobhe had his two best movies this yearShutter Island nd now Inceptionnd he really deserves themi loved this moviein fact i liked this movie more than The Dark Knightthis movie is a must must watch,Positive
The first movie that I saw of this guy was Memento and I was so much thrilled that I couldnt sleep the whole night and then Batman revival follows through Batman Begins and I was wondering how can one get lucky all the time but he again proved me wrong with Prestige Then again i felt that this would be last but Dark Knight as the world knows overshadowed everything that the world had seen so far And I said to myself wait a minute this seems to be too much too good to be true so I went to see Inception in fear mingled with excitement that this has to be a flop but my heart wanted it to be a good movieand oh my dear I couldnt believe what I saw what I heard and what I experienced and was so tremendously elevated by this supreme intelligent movie that i pinched myself to check if Im in a real world or a dream world Simply the most magnificent movie of his era and the best was not the way Christopher Nolan thought but the way he could somehow managed to show in form of cinema Truly a super class act a Masterpiece Hats off to Nolan and brilliant acting by LeonardodeCaprio Ellen Page and other supporting folks,Positive
This movie is the one with the most original screenplays Ive watched it two times and one of which was in a cinema theater and I can say that this was one of the best movie expierences ive had ever,Positive
Watching Inception with its futuristic emphasis on getting inside peoples heads through dreams especially hearing Leonardo DiCaprio explain the pitfalls to newbie Ellen Page I couldnt help thinking about Forbidden Planet and that warning about monsters from the Id Did earth manage to conquer what the Krells could notChristopher Nolan wrote and directed Inception and though it gets a bit heavy at times it still is an unmistakable masterpiece Leonardo DiCaprio stars in this and hes essentially a cat burglar of the mind His mission usually is to invade peoples dreams and steal ideas which makes him an invaluable espionage agent But Leos also a wanted manSome problems Leo has relating to his Id have forced him to rely on others to create dream worlds He was working against Japanese billionaire industrialist Ken Watanabe and got caught but then Watanabe likes his style and hires Leo and his team to do a job on the young heir to a communications conglomerate Cillian Murphy Its not to steal anything but to plant an idea in his brain with the dream team The film is essentially how DiCaprio and his crew go about this job with Watanabe incidentally along for the ride And its how Leo has to deal with some real demons involving guilt that force him to rely on othersVery nice computer graphic generated special effects characterize Inception and it will probably earn an Oscar nomination next year in that category Director Nolan gets his talented cast to read writer Nolans dialog with verve and conviction I truly hope this technology is not in our near future that would be a frightening thought,Positive
So perfect mental ideas  the timeline is perfect  nolan you are brilliant,Positive
I first started watching Nolan movies with Memento like  years ago when I was a teenager then went to the cinema to see all three of his Batman movies The Prestige Inception and InterstellarI really think that it can be hard to decide which of his movies truly is his definitive best as he has a few that hit the mark just right But from rewatching them a bunch over the years I do feel that Inception hits the hardest even though Interstellar and The Dark Knight have their own weighty effect different from InceptionI watch movies for the magic and emotion and even though The Dark Knight is technically excellent and brilliantly acted the strengths of Inception edge it out slightly I thinkI love the cast of Inception especially the incredible performances of Joseph GordonLevitt Cillian Murphy Marion Cotillard and Ellen PageThose four actors in this movie are pure magic especially accented with Leo DiCaprio Tom Hardy and Ken Watanabe along with everyone elseThe holy trinity of Nolan in my mind at least are Inception Interstellar and The Dark Knight with The Prestige and Memento not far behindI cant wait to see Nolan make an even greater magnum opus one to dethrone Shawshank Redemption from its imdb number  spot I feel that if any living director can do it it would be Nolan,Positive
Ill be the first one to admit that INCEPTION is the kind of thinking mans thriller that has something going on every second of its twohour and  minute running time But only director Chris Nolan knows what its all about and I dont believe Ill find out all the explanations until I get the DVD commentaryIts a heady mixture of scifi comic book stuff and fantasy and all of it is focused on the mastery of dream invasion in order to gather secrets held in the human mind Foremost among the players is LEONARDO DiCAPRIO playing his role in a very authoritative manner with no shortage of barking orders and furrowed brow all highly intense as he gathers a team around him to investigate the dreamscapeTheres plenty of action along the way interspersed with quieter moments of explanatory dialog so the audience has at least some semblance of whats going on But the whole concept of the story lacks the kind of credibility that would have made the film more engaging than it really isCredit the actors with doing their best despite the fact that none of them have roles that are fully fleshed out And this includes Joseph GORDONLEVITT ELLEN PAGE TOM HARDY CILLIAN MURPHY KEN WATANABE and TOM BERENGERIf youre a MATRIX fan youll love this one If not you may wonder what all the fuss was aboutFrankly I had more fun exploring dream invasion in NIGHTMARE ON ELM STREET less intellectual but a lot more fun,Positive
Christopher Nolans Inception is amongst the Best Films Ever Made Usually films have their share of minuses and flaws surprise surprise surprise Inception is the first film since The Shawshank Redemption that stabs words like Flaw and Minus Nolans lucid dream is brought to life with Inception What happens when you enter the World of Dreams and its motives is so unusual so interesting so gripping and so amazing that your left asking for more By now you know what this Masterstorke is about but believe me you have no idea whats in store for you Inception grabs your attention from the very start and as mentioned before leaves you awestruck And yes Inception packs in THE Best Climax Ever Its simply astoundingNolan makes his careers best film in Inception His screenplay is EPIC and his direction should land him an AcademyAward for Best Director Wally Pfisters cinematography is sure to compliment him with numerous awards in the coming time Music by Hans Zimmer as always is perfectEach and Every Actor excels overhere Leonardo DiCaprio takes the lead and steals the show The staractor becomes Dom Cobb and delivers a memorable performance Ellen Page is fantastic Marion Cotillard is magnificent Michael Caine in a brief role is flawless Tom Hardy is very good this is his best performance to date Joseph GordonLevitt gets a role of a lifetime and he sinks his teeth into it Ken Watanabe is stylish while Cillian Murphy is highly efficient Tom Berenger is perfect Dileep Rao is goodOn the whole Nolans Inception is worth your time and money Let me put it this way If your a CinemaFan than watching Inception is a must Two Big Thumbs Up,Positive
To be fair the movie may be a bit hard to follow without any prior knowledge or for those who struggle with information overloads However i found it an excellent film that kept me thinking and engaged Few movies are this engaging as many feel like you well are watching a film With Inception you feel immersed in the filmIt is definitely a very thought provoking film and was very well shot One of the best movies ever made if I must say It is an extremely clever film with an fairly original plot The entire idea of dreams within dreams is fascinating and exciting as well,Positive
This movie is the best film made by Nolan MANY PEOPLE relate this film to Matrix I dont get it Both these films are different,Positive
Inception is a spectacular movie with twists turns and incredible effects Nolan blew my expectations away with this movie,Positive
Best movie ever made Period Not for smallbrained people You need to really think hard to fully understand the concepts and details in this movie Layers deep it covers every emotion throughout watching  acting and the casting was flawless Leo portrays a desperate protagonist you never stop rooting for despite his flaws The concept of planting an idea into anothers subconscience that they assume to be their own original idea  mindbending mindaltering mindincepting greatness This is a movie you must pay attention every second of every scene otherwise youll be confused Nolans best work by far took over a decade alone to write Not sure a movie of this depth will ever be matched By the end of the film if your not completely blown away in awe chances are youre lost Though it takes place in a near future where dreams can be infiltrated it remained completely believable throughout Enjoy and remember pay attention ,Positive
Brilliant technical wizardry Heady at least apparently so A ride more than a movie but a movie none the less Chris Nolan is rapidly becoming the director of his generation and Im longing to find out what is he trying to say He has established his technical power again and again but if I think of Memento for instance I remember the gimmick but not what the story was really about I suspect the same will be said of Inception Im not putting down Im just wondering I left the theater full of questions and nobody could actually give me any answers Im not talking about the plot but at the way Christopher Nolan chose to tell the story Leonardo Di Caprio is acquiring some extra gravitas as an adult presence on the screenLoved Cillian Murphy I always do Riveted by Tom Hardy Enchanted by Marion Cotillard Amused by Joseph GordonLevitt and delighted by Ellen Page I wonder what Mr Nolan will do for an encore,Positive
Specific and unique plot Excellent cast and soundtracks Interesting special effectsNolan knows how to create a tense atmosphere in filmsSomething was missing in the movie,Positive
This movie must quite literally be a DREAM come true for manyFirst for MrNolan himself If he is by any chance watching the screening of the movie amongst general public he must be delighted with the fact that  of the audience would be simply spellbound  must be scratching their heads till they start balding  would be shouting I hate MrNolan for he took them into a maze that lasted for  minutes and did not tell them the way out of it Sheer genius Is he a human being at all Then for the cast If they ever had dreams of acting in roles that are so complete and original in every possible sense then they can stop acting now and retire for all they can dream of has been achieved in a single movie Hats off to the entire cast Last but never the least for us  the audience This is what we secretly hope when we buy a ticket for a movie that we get our moneys worth for every cent we pay for I am pretty sure most people wont even hesitate to pay for the second time to watch the masterpiece that is InceptionAnd oh by the way Spoilers Haha If you have not watched the movie do not worry a jot No amount of spoilers can reveal the actual story This movie is beyond all that Just make sure you go in with a open mind because when you come out of the theater I bet you would have thousands of ideas running around in your head like headless chicken It is a movie experience unparalleled We doff our hat in respect MrNolan for your Idea has been etched onto our mind probably forever You Sir have achieved Inception,Positive
The director is a real genius The point is hes young This is a film that is close to perfect in every detail from the writers to the actors from the cinematography to the score,Positive
Many people are saying that Christopher Nolan may be the best film maker of his generation I thoroughly enjoyed Memento thought Batman Begins was great thought The Dark Knight was fantastic and after watching Inception I think the man is a cinematic genius and cant wait for his next project But I will have lots of enjoyment watching Inception many times over until thenHe supposedly honed this script for  years and it definitely shows The story is quite complex and has not a plot hole in it that I was able to observe It has everything  loss redemption amazing action great character development mindblowing effects that serve the story and not the other way around as many films do nowadays and at the core is a love story not too unlike Orpheus and Eurydice But unlike the myth the underworld is a damaged soul And when it looks like the story is wrapped up theres a last second twist that will throw you for a loopWhat the Matrix did for virtual reality  Inception does for dreams and takes it even deeper This is a film where spoilers might ruin your sense of wonder and discovery watching this film for the first time so I wont give you any But what I will say is that if you took What Dreams May Come crossed it with the Matrix Mission Impossible and threw in a good measure of a Phillip K Dick quality sciencefiction story  you would be heading in the right directionThe hype is real You will not be disappointed Go see this film,Positive
Alright folks I saw the same movie you saw My wife and I both went into this with great expectations Visually the movie was interesting Beyond that it was hohum for us I felt myself fidgeting in the seat several times wondering when they were going to get to the point The film was about  minutes too long The concept is very interesting but there are so many loopholes and unanswered questions and illogical contrivances that we both just shook our heads and enjoyed the scenery I have to wonder where all of the high ratings for this flick are coming from I am not buying that as many people loved this thing on the same par as Lord of the Rings and Godfather This movie was so pumped up that I was hoping for something brilliant like The Matrix I feel like I got something more similar to The Happening,Positive
I went into this movie with low expectations and once this film started it took my expectations strapped it to a rocket and took off This film was by far one of the most creative mindblowing drama driving thrillers that Ive seen in at least  years The acting was very solid on all parts when it came to fear solving problems chemistry and action The score was magnificent dark deep suspenseful and very escalating You find yourself at points of the film on the edge of your seat hoping that all the characters make it through okay especially with their own unique talents and the actors made these characters seem so real that youll have to pinch yourself and make sure that you are not the one that is in the dream world I will see this movie at least  more times and I will not be surprised if it wins one or two Oscars at least,Positive
Dont read a single iota of plot about this Watch it What I will tell you is that DiCaprio may not have been better and is getting better the older he gets the rest of the cast are amazing especially Tom Hardy and GordonLevitt the cinematography is at times breathtaking Hans Zimmers score is intoxicating with Johnny Marr on guitar and it travels across continents like a Bond movie Oh yeah and its really really loud in parts But this is about Christopher Nolan again He has crafted a serious adult thriller that happens to have exhilarating action sequences that importantly dont detract from the emotional content and a plot you will have to sit and think about Its amazing that in a time of remakes and sequels that a director is given carte blanche to do what he wants and returns something as gratifying as this Stunning Why are you still reading this Go Watch Now,Positive
Amazing Every time I watch Inception I find something new This is a stunning scifi film with lots of suspense and plot twists The action begins in the first minute of the film and keeps you captivated until the end I was absolutely blown away the first time I watched this film and every time since This is a film about a man named Cobb Leonardo DiCaprio and a team of people who are tasked with invading Robert Fischers Cillian Murphy consciousness through his dreams The physiologically thrilling story is perhaps Christopher Nolans greatest film and will amaze you The sensational story stunning visuals amazing effects and mindblowing ideas make Inception a mustsee It truly amazes me how anyone could come up with a story as unique and compelling as this,Positive
This is not only the best movie ever made about dreams it is also one of the best films of  and certainly one of the most entertaining pictures Ive seen in a decade A groundbreaking intriguing exhilarating and brilliant scifi thriller thats destined to become a timeless classic Mark my words It will be remembered for years to come Inception is elegantly realised DiCaprio powerfully embodies a tortured soul while GordonLevitt has all the fun in the best action sequence This is a drama built around ideas and images it is a cinematic maze that Nolan makes his audience traverse in order to follow understand and appreciate his world It makes The Matrix look like a Dick  Jane book The final halfhour alone is a miracle of clockworkprecise showmanship IF you are going to vote less than too badIm really disappointed This Movie Deserves  and The NO Spot,Positive
Inception is a resplendent cinematic experience that had me hooked from the opening scene till the very end As a viewer I was enthralled by its intricate plot The characters in Inception are deeply nuanced and expertly portrayed by a remarkable ensemble cast The chemistry between the cast members is palpableVisually Inception is a feast for the eyes Inception demands your full attention to grasp its intricacies it requires active engagement and a willingness to navigate its twists and turns Some may find its complexity overwhelmingInception is a cinematic marvel that pushes the boundaries of storytelling Does it qualify as what is known as a masterpiece Yes However SOMETHING just something held me back from a  rating Im not quite sure what but theres just something small missing to get it to that perfect ratingIn conclusion would I watch it a second time Yes Would I recommend you to watch it for the first time Yes,Positive
Inception might have been a better movie  and would certainly have been more entertaining  had writerdirector Christopher Nolan not made his premise so complicated that the film had to spend its entire  running time explaining itself to its audienceSeriously the exposition Never Stops There were literally moments during action sequences where one character would pause and explain what was going on to another character which of course was a hamfisted way of explaining it to us But even with all of that aggressive exposition the movie never does make a lot of sense The result is a lot of busyness  oh theres always plenty of stuff going on  thats nevertheless pretty boring because its never clear what all of the busyness is forNolan has done this to us before Who the hell came out of The Prestige with any clue what that movie was about And even his more narratively coherent films like The Dark Knight suffer from a lack of humor and a burden of philosophical pondering that the premises cant support Inception is no exception ha The movie is junk trying to disguise itself as something important and significant How much more fun it would have been if it had just been content to be junkGrade C,Positive
