,Reviews,Mood
49,"What a horrid movie. One of the few movies that unfortunately made it in the 1 billion dollar club. Jurassic World was fun despite its flaws, Fallen Kingdom was just kind of eh, but this is an absolute disaster. It's just sunk down a downward spiral that leads to hell. It's bad enough to the point I'm pretty convinced it was made more for money than it was for an actually good movie, and that's sad. I don't care for this movie or this franchise anymore; the creative team leaders certainly didn't so why should I? One year later and nobody talks or cares about it. But sadly people will take advantage of the money they made and make some more Jurassic Park garbage. Why did people flock to see it, WHY?!? Everybody I've talked to who watched it instantly regretted buying tickets for this and not some other movie. What a piece of garbage.",Notr
50,"The epic conclusion of the Jurassic era is set some years later the destruction of Isla Nublar , Biosyn operatives run by owner Lewis Dodgson (Campbell Scott) attempt to track down Maisie Lockwood (Isabella Sermon) , while Dr Ellie Sattler (laura Dern) investigates a genetically engineered swarm of giant insects. After demise of the island , Owen Grady and Claire Dearing took in young Maisie Lockwood. They've been living under the radar to protect Maisie, but she feels like a prisoner . When Maisie goes missing , Owen (Chris Pratt , former Jurassic Park manager) and Claire (Bryce Dallas Howard , the previous founder of the Dinosaur Protection Group) set out to find her . Paleobotanist Ellie Sattler (Laura Dern) , Paleontologist Alan Grant (Sam Neill) , and Chaotician Ian Malcolm (Jeff Glodblum) set out to help them . Once again to save the Jurassic Dinosaurs and other colosal carnivorous unwisely cloned from extinction when the location where they live. Life finds a way . The park is gone . Off the island . Into your home . The next stage of evolution. T all started here.Passable sequel with noisy action , thrills , chills and impressive special effects. This is a decent and amusing sequel , following the original premises of the Franchise created by Michael Chricton and Steven Spielberg , being written by Derek Connolly, Emily Carmichael and director Colin Trevorrow himself . As usual, here appears the ordinary monsters such as Brontosaurius , Triceratops , Gigantosaurius , the smaller but more intelligent flesh-eaters Velociraptors , Tyrannosaurus Rex, and other new astonishing creatures with special bloody skills . Basically, the plot is a pretext to allow the roles to be pursued through lush jungles in the fantastic location , as well as a breathtaking confrontation in the Byosin company . The plot line is simplistic , though it has some twists , and so various characters are predictable , but it is a good entertainment . Along with duo starring Bryce Dallas Howard , Chris Pratt appear accompanied by nice actors , this time the cast is better than previous entries , such as : Laura Dern , Sam Neill , Jeff Goldblum , DeWanda Wise , Mamoudou Athie , Isabella Sermon , Campbell Scott , BD Wong, Omar Sy and , of course, Jeff Goldblum.It packs a colorful and brilliant cinematography by cameraman John Schwartzman . As well as vibrant and rousing musical score by Michael Giacchino , including the classic Jurassic sounds from John Williams .The picture was professionally written and directed by filmmaker Colin Trevorrow . This quickly became one of the largest grossing in the year because it gives audiences exactamente what they want , only more so . Trevorrow is a fine craftsman , he wrote and directed ""Home Base"" that became one of the early viral successes on the internet. His first feature film was the succesful ""Safety Not Guaranteed"" and following Jurassic World (2015) and The Book of Henry (2017). Rating : 5.5/10. Acceptable and passable.The Jurassic Franchise is formed by the following installments : ¨Jurassic Park¨ (1993) with Sam Neill, Laura Dern , Bob Peck, Richard Attemborough , Joseph Mazzelo, D. B Wong , Ariana Richards. ¨The Lost World Jurassic Park¨ (1997) with Jeff Goldblum , Julianne Moore, Pete Postlewaite , Richard Attemborough . ¨Jurassic Park III¨ by Joel Johnson with Sam Neill, William H Macy, Tea Leoni, Michael Jeter , John Diehl, Bruce A. Young . ¨Jurassic World¨ (2015) by Colin Trevorrow with Chis Pratt , Bryce Dallas Howard , Vincent D'Onofrio, Omar Sy , Judy Greer , BD Wong . ¨Jurassic World: Fallen Kingdom¨ (2018) by J. A. Bayona with Chris Pratt , Bryce Dallas Howard, Rafe Spall, Daniella Pineda, James Cromwell, Toby Jones. ¨Jurassic world : Dominion¨ (2020) with Bryce Dallas Howard , Chris Pratt and TV series Jurassic World : Camp Cretaceous (2020-2022) , 49 episodes , with Paul Williams, Jenna Ortega, Glenn Powell.",Notr
51,"After reading all the negative reviews, watched Jurassic world dominion without any expectations.I watched in 3D IMAX
I quite liked the movie- not as bad as the negative reviews. Definitely, a one time watch.",Notr
52,This movie spends about 75% of screentime building the environment and story. I would've rather the movie be about an hour longer to actually do what I expected from it.,Notr
53,Jurassic world dominion tries to do everything because it wants to please everyone and get all thz ticket sales in the process. Since that's impossible it settles in mildly reaching all it's goals and therefore I couldn't think of a possible better score than the enormously mild six out of ten. And now I will further accommodate this review by words that mean absolutely nothing as to accommodate the obligatory 500 signs that ate mandatory by internet movies database review laws. Whe I end this here sentence I might reach said mandatory signs and be able to post this here review. I wish all of you a good day.,Notr
54,"This is like, a movie you will enjoy if you turn off your brain for whole movie. There is a lot of plotholes, lots of things that is not really making any sense irl. But i do like dinosaur, so i'll gave this a rather good review, since i think of this movie better than another movie that just try to be serious but end in zonk. I do like the funny iconic trex walk, i find lots of scene here funny and laugh a lot because of this movie. Its done its purpose of recreation. The plot is so dramatic its amusing and funny. I don't hate this movie, but for real the dinosaurs really is not accurate. If you want to enjoy, turn off your brain for whole 2 hours lol. :D.",Notr
55,"Jurassic World Dominion offered a different but enjoyable twist to the usual direction taken in the franchise. The impossible notion that dinosuars are something that can be introduced to everyday life is what makes the film truly unique. Aswell as this, it removes the thrill of seeing the dinosaurs because we've become accustomed to them after multiple movies. It is difficult to keep the enthusiasm everyone held for the first film once you repeat the same formula again and again. As far as I'm concerned, they just about pulled it off. The only reason I managed to find a little enjoyment out of the movie was because I was surrounded by friends who were genuine cowards. Personally I wouldn't watch again, but I'm glad I did with the people I did.",Notr
56,"Wow, foiled again, a movie from my youth gets a long awaited follow up, it has a great cast, with some familiar faces, a big budget, so there's action galore, and some wonderful music, but a plot..... a plot that could have been written by a random stranger walking past the studio.How on Earth is it possible for such a film to feel so vacuous, so empty, this film made me feel nothing, other than boredom. £40 that could have been used on so many other things.It's not ok these days to simply try and dazzle us with some awesome visuals, there needs to be some sort of plot, but there just isn't one, in simplistic terms it asks if man can live with dinosaurs, but of course you know what's going to happen. Some of the visuals are great, epic, some scenes though....did they run out of time?Chris Pratt, didn't do it for me, the old cast tried, but it felt hollow.Like the dinosaurs themselves, this franchise should have been left in the past. 3/10.",Notr
57,"Jurassic World: Dominion is a step up from some of it's immediate predecessors. The plot consists of two stretched out intertwining arcs which separate the original cast from the more recently introduced characters. The film does not fail to deliver, for what it's worth, entertainment. However it's a few dinosaur steps down from the franchises legendary start.",Notr
58,"Life once found a way. Now, I hope it loses itself.Jurassic World Dominion has its positives, namely the fantastic Legacy character's wonderful return and, well, that's it. I enjoyed their presence, especially Laura Dern and Jeff Goldblum - the latter who had the best lines, as always. The rest...yeah, I sincerely hope this is the last Jurassic Anything.All throughout this movie, the word ""Dumb"" just kept popping up in my head. Dumb script. Dumb dialogue. Dumb luck with all the hilariously impossible coincidences. Too many Dumb references to this series and other Steven Spielberg classics. And the two Dumbest characters in the franchise are back: Clone Girl Maisie who hates all mankind for her decision in the last entry and that screaming boy, Franklin, though, THANK GOD, he doesn't scream in this one like all the scenes he ruined in the last one.With a huge missed opportunity to expand on the actual title of Jurassic World, this hopefully last chapter just has society dealing with dinos killing people and the economy while debating if they should be extinguished. But, never mind that, this series has always been around greed and the ineptest baddie of the franchise with the most hilariously bad security detail is up to no good and only our 1,500 heroes in this movie can stop him!While the second half is monstrously better than the first half, I still couldn't wait for this movie to be over. Sure, it's better than the two worst sequels: III and Fallen Kingdom, but not by much. Like the Terminator, this franchise should've stopped at #2 in The Lost World.The movie's absolutely boring, even with multiple action scenes and there are literally no stakes. In fact, I was always hoping throughout the first two acts, they'd have the balls to kill off any of the characters. As much as I would love to see the Legacy characters make it - forgetting about the new Jurassic World characters, never liked them much - at least the movie would've taken chances.I'm done with this series. Like Transformers 4 and Pirates of the Caribbean 4, even if they make another one (like they did with those franchises,) I won't be watching another one. This was just crap.***Final Thoughts: Easy listing of the Series. Hint: Only watch the 1st three listed below.1. Jurassic Park2. The Lost World: Jurassic Park3. Jurassic World97. Jurassic World Dominion98. Jurassic Park III99. Jurassic World Fallen Kingdom.",Notr
59,"It's four years after Isla Nublar. Owen Grady (Chris Pratt) and Claire Deering (Bryce Dallas Howard) are hiding Maisie from the world. Dinosaurs are roaming the world. Biosyn is a genetics company run by Lewis Dodgson (Campbell Scott) and given the legal rights over them. Ellie Sattler (Laura Dern) suspects them of reviving an ancient locust which threatens the world food supply. She recruits a reluctant Alan Grant (Sam Neill) to help. They have Ian Malcolm (Jeff Goldblum) as their inside man.The franchise is trying to bring together the newer iteration with the original three. Filmmaker Colin Trevorrow seems to be in charge. His success rate is mixed. He has a tendency not to recognize when his films get into awkward positions. In this one, there is a lot of convenient coincidences. There is one section when I'm yelling at the characters to shoot. They have guns and I don't think dinosaurs are bulletproof. I question the world building exercise here. Some of it is silly. I don't mind bringing back the original three. I like continuing their stories and visiting old friends. There is a lot going on with the two sides and I wouldn't mind if they could be connected more smoothly. They only run into the other group because they are both coming after the company. Instead of turning Chris Pratt into Bourne Identity, they could identify Biosyn early on and zero in on Ian Malcolm as their way in. They could be the people to recruit Ellie and Alan. It's a more natural way to connect the two groups. While I love the idea of the locust, I don't understand why they got released. It's a messy movie. This is a lot. It's overloaded. Some of it is fun and I can hold on to that.",Notr
60,"The first Jurassic Park was a classic, this one is not even close.The scriptwriting and directing were atrocious - how could they release such an unfinished product? It's painful to watch now that I've seen it all in person because there are some truly cringe worthy moments where you can't help but say ""wow...they really missed the mark"".Can't believe I wasted three hours of my life watching this garbage. The acting was terrible, the plot was nonsensical, and the special effects were laughably bad.2022 is shaping up to be a pretty terrible year for movies. This has got to be the worst one yet!",Notr
61,"Amazing to see the original cast back in action, they nail their roles and paired well with the new leads. A few decent newcomers to the cast as well. However, the storyline is tired - all of it been there done that, from the dinosaur fights to genetics, nothing new.",Notr
62,"Jurassic World Dominion, the sixth installment in the Jurassic Park franchise, brings the prehistoric saga to a close, or at least a chapter's end, by exploring the precarious coexistence of humans and dinosaurs in a world where the lines between predator and prey have become increasingly blurred. Directed by Colin Trevorrow, who also helmed Jurassic World, the film attempts to tie together loose ends from previous installments while introducing new threats and ethical dilemmas.Dominion picks up several years after the events of Fallen Kingdom, where dinosaurs have escaped into the wild and are now scattered across the globe. The narrative is split into two primary storylines. One follows Owen Grady (Chris Pratt) and Claire Dearing (Bryce Dallas Howard) as they strive to protect Maisie Lockwood (Isabella Sermon), a cloned human with unique genetic significance, from those who wish to exploit her. Their journey intertwines with the efforts of Dr. Alan Grant (Sam Neill), Dr. Ellie Sattler (Laura Dern), and Dr. Ian Malcolm (Jeff Goldblum), who are investigating the genetically modified locusts created by Biosyn Genetics, a powerful corporation with nefarious intentions.Biosyn, led by the ambitious and morally ambiguous CEO Lewis Dodgson (Campbell Scott), plays a central role in Dominion. Dodgson's plan to control the world's food supply using his engineered locusts, while simultaneously studying dinosaurs for potential medical advancements, creates a dangerous and ethically murky landscape. The film raises pertinent questions about genetic manipulation, corporate greed, and the potential consequences of playing God.The film's visual effects are, as expected, spectacular. The dinosaurs are rendered with impressive realism, and the action sequences, particularly those involving the larger predatory species, are thrilling. The variety of dinosaurs showcased is also a highlight, with some new and visually striking creatures making their franchise debut. However, the sheer number of dinosaurs and the constant barrage of action sometimes overshadow the narrative and character development.One of the most anticipated aspects of Dominion was the return of the original Jurassic Park trio. While their presence adds a nostalgic element and their characters are given moments to shine, their integration into the main plot feels somewhat forced. Their storyline, while connected to the larger narrative, could have been more seamlessly woven into the primary plot involving Owen, Claire, and Maisie.Dominion attempts to address the long-standing theme of humanity's responsibility towards the natural world and the consequences of its actions. The film underscores the dangers of unchecked scientific ambition and the potential for ecological disaster when powerful forces prioritize profit over preservation. However, these themes, while present, are not explored with the depth they deserve. The film often prioritizes spectacle over substance, leaving some of the more complex ethical questions raised by the narrative underdeveloped.Despite its flaws, Jurassic World Dominion offers a visually impressive and action-packed conclusion to the Jurassic Park saga. It provides a sense of closure for long-time fans of the franchise, even if that closure feels somewhat rushed and superficial. The film's exploration of a world where dinosaurs and humans must coexist, while intriguing, ultimately falls short of its potential. While Dominion delivers thrilling dinosaur encounters and nostalgic moments, it ultimately fails to fully grapple with the complex ethical and ecological questions it raises, leaving the future of this prehistoric world somewhat uncertain.",Notr
63,"The plot was a mix between Mission Imposible/Stranger Things ( two different teams teaming up at the end)/ and some Jurassic park at the end. So it was the multiverse of no plot, so badly written that I wonder if I could do better with the same budget.It's sad, just sad and boring.",Notr
64,What an abomination. Not a single scene that doesn't have a problem or contradiction with logical flow. Hurt to watch until giving up after 30 mins in.,Notr
65,"Jurassic World Dominion is a film that never takes off, filled with inconclusive subplots, ugly dialogue, uninteresting characters, an unconvincing plot, and a really bad montage of the film.",Notr
66,"I am just going to start this review off by stating this film is getting beyond too much hate. In fact a huge amount of the critiques are unfounded, inaccurate or hyprocritical. Is it a masterpiece? No. Is it great? Maybe not. Is it bad or terrible, or as offensive as these 1/10 reviews would have you believe? No. It's good. Sure it has flaws, it definitely ain't perfect.However from a die hard super fan, who's seen all the films countless times, and the original Jurassic Park being my all time favourite, what I can say is that it was not anywhere close to what the critics or reviews would have you believe.Before I get into the rest, let me state this. The Rise of Skywalker has lines like ""They fly now!"" and somehow Palpatine has returned! IMDb rating? 6.5/10. Furious 7 has Dwayne Johnson rip a minigun off a drone and use it manually after driving a ambulance off a bridge to crash it. Paul Walker also drives a car through three sky scrapers. IMDB rating? 7.3/10. Black Panther, Shang Chi and numerous other MCU films have legit PS2 level CGI...did anyone see the opening sequence to Doctor Strange 2? Yep, 7.3/10, 7.4/10 & 7.3/10 respectively for those films.This film is currently sitting at 6/10 with only 10k votes, and IMDb tends to see things only drop. So my point is, does this film deserve all this hate, especially when you compare it to other films rated here? Well, no, it quite frankly is just unfair how many vague, brainless and cynical 1/10, 2/10 and 3/10 reviews are here. You don't have to like the film, but review fairly. This film, is at worst, mediocre. But I believe it's far more than that, both as a JP fan but also just as a crafted film.No Way Home, let's use that for comparison. Decent acting? Check. A long run time, fairly messy, yet fun script and story? Check. Some humor? Check. References and callbacks? Check. Return of some iconic characters, fan service and world building? Check. A decent score that probably uses a lot of old tracks from prior films? Check. Good cinematography? Check. Good CGI and practical effects?No, I'd say NWH is lacking there. And you know what? Dominion is near identical in every single category! Yet...NWH has 8.3/10 and Dominion has 6/10. You see the pattern here? This film is copping ridiculous amounts of hate. You don't have to be an award winning classic, an indie film or a Comic Book movie to be good.Jurassic World Dominion is completely faithful and respectful to the legacy of all the films, the franchise itself and Michael Critchon's work.It has beautiful cinematography, amazing CGI and awesome use of practical effects. It builds on the world and lore, and Giacchion's score is awesome as always. Grant feels like Grant. Ellie feels like Ellie. Malcolm feels like Malcolm. Owen and Claire are better than they've been, and Maisie (clone girl) is handled really well. The discourse around human cloning and the locust are straight out of Michael Critchon's work - Timeline, Micro, Westworld, Jurassic Park. Man playing god, manipulating nature and corporate greed.Dominion puts the dinosaurs back a seat and focuses on the humans - yet people complain? Everyone praises the minimal use of the dinosaurs in the original, and states it's about man's misuse of technology and character arcs, whether it be Alan or Hammond. This film does the same. Heck they even got Dogdson back, just like the novels!Does this film feature some wonky dialogue, some cheesy moments and plot conveniance? Sure. But it's not pure garbage.It's staggering how many people use the word ""dumb"". Yet...where is this film dumb? Like where, seriously? I LOVE the other films, but they for sure have dumb moments or moments where logic gone. But this film surprisingly doesn't! Every decision, whether it be by Owen, or Claire or Grant or whoever, is the logical choice. There's not even any suspend your belief stunts or plot armor. The characters just genuinely navigate the locations well. No dumb dino prices, no militarised hybrids, no stupid decisions leading to chaos.Heck people said they want less trained raptors and Blue, less ""Fast & Furious over the top action"", less Rexy saving the day, and more human content/character work.Well guess what? They gave us that. It's funny we have people saying too much dinosaurs then people saying not enough dinosaurs.What happened to being able to enjoy a summer block buster? This film is fun, enjoyable, nostalgic and true to it's roots. Half the negative reviews here don't even state any examples or evidence, they're just the typical ""Hollywood bad"" or ""sequel bad"". Don't get me wrong, I've hated plenty of films, but this film surely isn't any bit close to the current rating.My only real major gripes is despite the long run time and a huge cast, there weren't enough casualties (even for side characters) and that the prologue should've been kept to open the film.So in conclusion, please rate fairly, please don't be discouraged by reviews, and please form your own opinion. Love it? Great! Meh? Great! Hate it? Great! But don't just jump on the band wagon and don't straight up lie or pretend there's issues without evidence.My final score is, as a fan 9/10, as a film 7.5/10.",Notr
67,"I have no idea where to start. Bad script, bad acting, bad direction, BAD special effects (original was better). It was like watching an episode of Scooby Doo where they battle dinosaurs...but not 2 hours long. Just...don't bother.",Notr
68,"I'm a fan of all the JP movies and even fully aware the later ones are not top notch at all, I still watched them all multiple times and enjoyed them immensely because there is something magical and fun about them. They feel like an adventure, a joyride, a lost world. This one however is incredibly bad, so disappointing, such a mess and so rediculous. Cramming in too many stuff, too many attacks, too many story, too much of everything. Bad humor, no tension at all, no fun. Messy story with non-sensible characters like that woman in white? What was she suppose to be, a scary kickass female rolemodel or something? Yeah that worked..... .. Stopping a 7 ton dino with a mere lasso on horseback *rolls eyes*. The reciculous ""she impregnated herself with her own DNA"". *oh please!* The stupid ""the system rebooted so the dead locust on the floor apparently 'reboot' too"". *what now?* Even The reappearance of the original cast, which should have been a great moment, was done in a very rushed and blend way, no emotion in it at all. And then the two new characters that nobody even knows basicly end up saving the day *puke* The ending, with the ""epic fight"" was really just epic cringe!. Honestly, I feel like this movie was made by a bunch of 14 year olds. So going back to the first 5 movies ....I truly, truly apprecitate them even more now! In fact, compared to this one they are pretty awesome.",Notr
69,"There was good VFX, beautiful scenery and they didn't compromise to show dinosaurs but the story line was not up to the mark as it lacks good content and talking about thrill in jurassic Park movies should be must but this movies lacks in that too.",Notr
70,"An absolutely appalling sequel. There is no discernible plot or story line. It is nice to see the original actors but I wonder why they signed up to this. Why on earth was this made, obviously, just a money making exercise, although I suspect not much money was made. This should never have been made. It demeans the whole franchise. No More Please!!! This movie is total barrel scraping. I would not recommend anyone to watch it. The acting is wooden and the scenarios are stereotyped and repetitive. Thank goodness I did not spend money to see this at the cinema. General verdict - don't bother - this is a waste of time.",Notr
71,"Jurassic Park is a movie that I rewatch again and again and the believability factor reigns supreme. Unfortunately with this, I switched off from the very beginning-Pros- Jeff Goldbloom, Sam Neill, somewhat nostalgic.Cons- So many continuity errors, entomological inaccuracies, scientific inaccuracies, no flow (chaotic story telling- such a tendency nowadays to overstimulate the audience rather than captivate them, poor acting)",Notr
72,"I loved this movie! In my opinion it comes in 2nd, after the original Jurassic Park! It's a dinosaur movie for God sake, what are people expecting! I loved the return of the original cast. They were in the movie more than I expected! It's slow to start but once the storyline merged the two sets of characters it was fantastic! I am ready to go see it again!",Notr
73,"I'll be honest here, I went into this movie with low expectations, this is because I read some of the reviews about how rubbish it is and how it's just a cash grab. But now that I have seen it I can proudly say it was a good movie and ending to a franchise.But I will say this there is so much plot holes in this film so if your going to see it just for the plot you will come out really disappointed. It's a leave your brain at the door film. Just enjoy it for what it is.",Notr
74,"It's time to end the Jurassic franchise. This movie is just more of the same. They added giant locust in this one, so there's that. But really there was no reason to make this film. It's the same dinosaurs. The same dinosaur sounds. The same running jumping climbing swimming and hiding from dinosaurs. The same dramatic drawn out camera angles on the actors faces as they look either scared, concerned or all-knowing before scrambling to safety just in the nick of time. There was no real suspense because we knew our main characters would make it home safely. If the creators are insistent on making ANOTHER Jurassic film, please update the formula!",Notr
75,"Dinosaur movies that are not fun, great visual effects but that do not give emotions, even the characters and the story of the film are not convincing. An insufficient film.",Notr
76,"The original Jurassic Park is a classic. Steven Spielberg created a sense of wonder with his great direction and some very good CGI and practical effects. It was very sispenful at times but mostly audiences lived the dinosaurs. The scene when we see the T-Rex is one of the great sequences in cinema. Since that first film in 1993 I have gone from not.liking the sequels to ultimately thinking that the franchise never could recreate what made the first film so special...None of the Jurassic Park or Jurassic World films are terrible but none of them hold a candle to the original film.When Jurassic World came out I liked it but it just seemed it wasn't that memorable. Fallen Kingdom came next and I just didn't like it.This new film is being sold as an epic conclusion and they brought back three of the main characters from the first film. So obviously they are selling nostalgia, which is fine and it's been done incessantly since The Force Awakens was so successful. If done right? It works. If not it seems like desperation. Here it is pretty flat. The inclusion of Dr. Grant, Dr. Sattler, and Ian Malcolm is to me anti-climactic. Sam Neil, Laura Deen and Jeff Gold Blum are ok as these characters and but it just seems they were brought in for nostalgia and it doesn't work as much as it should. Even though the first film is beloved I don't consider these characters as beloved so it's nice to see them but it's like seeing Harrison Ford as Han in Episode 7. It's of course a fusing of the new characters from the old franchise and the new ones. Chris Pratt is fine as Owen and Bryce Dallas Howard as Claire are is ok too but nothing new happens with these characters.The dinosaurs of course are the reason to see these films and some scenes are really well done but again the sense of wonder is gone. The story is just the standard science for profit yarn mixed in with the kidnapping of the cloned girl from Fallen Kingdom. As with so many 3rd parts of a trilogy it is very overstuffed and feels unfocused fur the first half of the running time but once it gets going it does get fun. But like so many blockbusters these days you pretty much forget it by the time you leave the theater.Just average....Grade: C.",Notr
77,"""Jurassic World Dominion"" is an entertaining movie whose script is full of fanservice, especially for those like me who loved the first movie, it's quite nice to see Sam Neill, Laura Dern and Jeff Goldblum together again. In terms of logic, the script has many flaws that are justified by the science fiction theme that the film touches on. The soundtrack is good, especially the theme used in suspenseful scenes. The cinematography is powerful and provides some great visuals. The performances are good and the director does a good job. An entertaining movie but with nothing more to offer.",Notr
78,Two and a half hours too long. Worst ending to one of my favorite franchises. Do not waste your time or money. Zero redeeming qualities. Complete garbage.,Notr
79,"No matter what peoples have said about these Jurassic World films, i have enjoyed these so much.These brought piece of my childhood back.I just love dinosaurs.This was great ending to trilogy.This brought back old and new.I really liked how this film started with multiple storylines about different things.And how they connected one by one so nicely.More about ethics of prehistoric species in our modern world.Some really good science fiction stuff.Good action.Great visual effects.Overall well made film.But most importantly so many different dinosaurs.And this one had so many new species.I was impressed that i'm still able to recognize so many of them.And of course there is my childhood's favorite one, Giganotosaurus!I really felt like i was child again while watching this film.And of course old faces from Jurassic Park meet new characters.This was just great.Lot of fun moments.So entertaining.",Notr
80,This movie's plot makes zero sense; people go back and forth to far off locations in no time and also dinosaurs inconceivably show up in logistically illogical places. They dumbed down the OG cast and gave them barely anything to do. The whole movie is just a mix of predictable jump scares mixed with Fast and the Furious like action scenes that does nothing to the plot.,Notr
81,"Absolutely loved this movie! Great fun to see with your kids and felt so good to see the original cast again. Lots of tongue-in-cheek references for those of us who know the first ones by heart. Now It's not perfect, but then it isn't meant to be! Watch it for the fun, the action, the magnificent dinosaurs and brilliant chemistry between the cast members. Don't forget the popcorn.",Notr
82,"Not nearly as bad as some people are making it out to be. There is too much action, and a lot of it is ridiculous. There are too many characters, and not all the performances are great. The story is somehow both simple and complex.But this might is genuinely fun. There are some cool dinosaurs, new and old. While some callbacks are a bit heavy-handed, most are pretty light and enjoyable. Big improvement from Fallen Kingdom.Here's the definitive ranking of the movies for reference:
Jurassic Park
Jurassic World
Dominion
JP3
Lost World
Fallen Kingdom.",Notr
83,"What an insult to Michael Crichton's original work. It's sad that this is how the franchise is put out to pasture, but thankfully it's over.It. Is. Done.",Notr
84,"I just don't get it! I've just seen it and was actually reluctant to go after reading quite a bit of negativity about it BUT it's actually not bad! It's a solid 7.5/10, I was entertained, the set prices were great and the old and the new cast blended well. Go see it expecting to be entertained and you'll have fun!",Notr
85,"Jurassic World Dominion scrapes away the very last traces of legacy remaining from the original Jurassic Park film (which still stands as a great movie). From the opening few minutes the scene is set for a dumb, unimaginative, tension-free, forgettable and utterly wasteful film.The dinosaurs are either upstaged by insects or relegated to jump-scare caricatures constantly popping out of every dark corner when the movie needs them to.There is no attempt to build up tension, as exemplified in the very opening sequence when the sea monster from the previous film pops up again to zero effect. That opening lasts less than a minute but probably amounted to more than many indie films entire budget.Chris Pratt completes his journey from promising new screen presence to bland franchise prop and together with Bryce Dallas Howard, achieves some sort of record as least amount of on-screen chemistry between a couple.The old crew return but only to prove that decent actors capable of creating interesting on-screen relationships can be totally undermined by a terrible script and poor direction. Meanwhile, new additions to the cast such as Dewanda Wise, Mamoudie Athie and Campbell Scott are devoid of screen charisma, acting ability or anything interesting to contribute. Scott in particular is probably one of the most ineffectual and dull on-screen 'villians' I've ever seen.Every single minute contained something stupid, irritating or unintentionally funny.As just one example, the film begins with the cliche of an exposition News item - designed to get the viewer up to speed - in which the presenter informs the populace that dinosaurs are now a global phenonmenon and have been for quite some time.Stop for a moment and consider if a single dinosaur had really been resurrected in our world, does anybody think that in a 24 hour news culture combined with ubiquitous social media and internet access - that anybody capable of watching the news would be unaware of that fact?On top of this, we are informed that the global death toll attributed to dinosaurs is 37. A minute, you ask? No, 37 in a year. Presumably that's not including the entire ship that just got destroyed by our aforementioned jaws stand-in?In the past fifteen years, 74 people have been killed by cows - in the UK alone. Cows.Allosaurs, pterodactyls and T. Rex are roaming our natural habitat and less people are killed than by accidents with butter knives.Shame on you, Mr Spielberg, for endorsing this trash.",Notr
86,"We get a final gathering of all the familiar faces in this maybe final episode. It's a lightweight, feelgood movie that focuses on the core elements of what made Jurassic Park so great. Without annoying child characters.And the new reality, exploring the consequences of dinosaurs coexisting with humanity, offers something we haven't seen yet. It's not as thrilling and doesn't have these in-awe moments. But that's OK. It's still a great adventure in the Jurassic Park universe and a fine end for its legacy.The CGI was great most of the time.With its fine balance between nostalgia and innovation it's a recommend-watch for fans of the series.",Notr
87,"It's amazing to see the original cast of Jurassic Park and Jurassic World! It's like a reunion adventure movie! I was expecting a more in depth connection of those characters but seems it gave us a small treat or preview only, given the run time, they could combine more further. Nevertheless, it was a great movie to see especially to those Dino fans like me!",Notr
88,Wasted 2.5 hrs. No story line. Forced characters. Doesn't make sense. Revisiting old scenes were awful. CGI is too game like. I remember watching the 1st Jurassic Park as a kid and thought the T. Rex was going to jump out of the screen. Overall one of the worse movie. Don't waste your time and money. It felt like a money grab by these movie makers exploiting a good classic movie. How much more can they milk this.,Notr
89,"The first half was slow which made me slightly bored but the second half, which was action packed made up for it. They bring back the og trio and they along with the MCs do all they can to stop the villian from gaining total control over the food economy of the world.",Notr
90,"Despite having the most potential and the original trilogy cast finally returning, Jurassic World: Dominion manages to squander all of that potential in an overly long, pointless mess with no stakes, cheap nostalgia and a level of stupid that's a new low even for this trilogy.It's constantly swapping ideas and genres in all the worst ways, barely feeling like an actual Jurassic movie. The dinosaurs are barely in it and have little to no effect on the narrative, instead simply used for a few entertaining set pieces and then quickly forgotten.Chris Pratt and Bryce Dallas Howard are somehow given less depth the third time round, making their characters even more forgettable and bland. However, the original cast are obviously great and elevate the extremely weak material given to them.The music by Michael Giacchino is a huge letdown. It does nothing new and is simply content in repeating all the familiar tunes from previous ones but they're not even integrated well, almost always feeling random and out of place.However, the film looks nice overall with visuals that are a league above the average blockbuster. There is a lot of satisfying practicality when it comes to the dinosaurs which is really nice to see, even if some look cheap.",Notr
91,"Ok plot wise this movie is bad and has a bit of a slow start however the action scenes are fun if not a bit Predicable, but being the 6th movie they are out of ideas so you can enjoy the movie if you focus on the Dinos which do not disappoint. In the end it could be worse.",Notr
92,"Result of Poor writing . Only thing that satisfied me was action sequence before the interval , it really gave a seat edge experience , other than that whole movie was underwhelming . Script was too weak and lame . Except few places , film majorly missed the engaging factor . First half was slow and second half was predictable and boring . 2hrs 30mins was too long , literally tested my patience . Cast done their job . Technically visuals were good . Editing was inferior . Overall , unexpectedly a disastrous end to Jurassic saga . Watch at your own risk .",Notr
