,Reviews,Mood
178,"When it was first announced, I thought that the emoji movie was just some elaborate April fools prank. Clearly, I was wrong. This film was a steaming pile of human waste. It was a pandering, cliché mess of a movie that makes ""The Room"" look like a masterpiece. To be frank, I only watched the emoji movie because I was expecting it to be so bad that it was actually comical. Unfortunately, this movie's horrific nature is due to the immense blandness of the plot, the characters, the visuals. The plot is full of clichés, as are the characters. Each character is one dimensional and lacks nuance. Even the main character, Gene, is made to be a nuanced character who breaks the mold. However, he ends up being a one dimensional rest like everyone else. The visuals are uninspired. Every frame is full of colors, but frankly, the vibrancy just makes everything look like a can of children's medicines. Now would be an appropriate time to to make an analogy: Assume the Emoji Movie is a blank canvas, it is basic, pandering and cliché. Assume the Room is a child's drawing. A child's drawing, although inherently bad, is still more valuable than a blank canvas. The former is personal and is something that the child worked hard to make. The latter can be bought at a store and was built by a machine. In essence, the Emoji movie was made by a machine, made in a formulaic way. It lacks emotion, subtlety, or nuance. If you have a few hours on your hands, don't watch this film, watch something that was made by an artist, or even a generic human. Or even something made by yourself.",Negative
179,"The crappy trailers sum of this garbage piece of crap movie, Don't watch it, Don't Waste your hard earned money! The freaking BOSS BABY was more entertaining than this garbage! The characters are one dimensional, There is zero depth to any of messages the movie is shoving in your face. This turned out exactly what you would expect of a movie about Emoji's... Absolute Cancer...",Negative
180,"While the idea of an emoji movie is pretty silly, the introduction with the introduction of the characters is still interesting. Associating a lot of images with something that is nothing more than a series of jokes requires a certain intelligence and ingenuity. A emoji with greater capacity than the rest must face the challenge of discovering himself while joining other emojis that have certain interests. Finally, an evil corporation that directs the destiny of emojis is challenged to put control of the situation lest something finally get out of control. There are references to multiple applications and programs which would charm someone born in this century. There are a couple of great moments (dancing is one of them) and the movie, whether the perfectionists like it or not, isn't that bad.",Negative
181,Guys do not follow the other reviewer just watch your self the movie and decide it. I watched it today and well it was worth watching if I may told you that it was like a Wreck It Ralph movie the difference is that Wreck movie based on the inner world of games and these emoji movie it was based on Chatting Apps where we find ourselves many characters to send to communicate with others without wasting on writing. well this is all I have to say.don't ignore it watch and enjoy. Thanks guys,Negative
182,I would rather drink 5 liters of spoiled milk instead of watching this movie again,Negative
183,I can summarize the film in only one phrase. The worst movie that I ever saw in a cinema.,Negative
184,"Most people would be surprised to learn how much more there is to the emoji phenomenon than little digital icons which we use to express emotion or represent activities or locations in our text messages. For instance, did you know that the word emoji has nothing to do with the words emotion or emoticon? Emoji is a combination of the Japanese words for ""picture"" and ""character"". Emojis started appearing on Japanese cell phones in the late 1990s. When they began showing up in the U.S. on the Apple iPhone in 2011, soon followed by other smart phones, emojis truly became a global phenomenon. So much so that there's even an annual World Emoji Day – and an international organization which regulates emojis!July 17th is World Emoji Day because that's the date the calendar emoji shows, but every day is emoji day for the non-profit Unicode Consortium. According to a July 16, 2017 ""USA Today"" article, ""The Unicode Emoji Subcommittee determines which characters will become part of the official emoji lexicon, creating a uniform code that can be used across platforms."" The article also says that the consortium, which has been around since 1988, is striving to be more inclusive and representative when it comes to race, gender and sexual orientation, pointing out that, at press time, there were 2,666 approved emojis.Of course, the business and regulatory aspects of emojis don't matter to the people who send the 6 billion emoji-enhanced text messages worldwide every single day. They're just looking for a more complete way to express themselves digitally, to add a little emotional context to their messages. More than just being ""cute"", emojis help us communicate more effectively in our increasingly digital world. And with emojis increasingly prevalent in our daily text messages and Emails, is it any wonder that they would make their way onto movie screens too? And we get just that with the animated adventure comedy ""The Emoji Movie"" (PG, 1:26) bringing to ""life"" those little yellow faces and other digitized objects in the summer of 2017, less than two weeks after the 4th (yes, 4th) annual World Emoji Day.Alex (voiced by Jake T. Austin from the Disney Channel's ""Wizards of Waverly Place"") is a typical teenager. He doesn't like school, but he does like a girl in his school, a pretty young lady named Addie (Tati Gabrielle). Of course, he tries to communicate with her through his smart phone, but he finds it difficult – because he's shy, but also because his phone seems to have a mind of its own these days. Little does Alex know, but inside his phone is a virtual city called Textopolis, which is where emojis live and work. The job of all the emojis is to stand by for Alex to call upon them in a text message and, when chosen, to present their best individual image as he or she is scanned for a digital text transmission.Gene (T.J. Miller) is excited and nervous because this is his first day on the job as an emoji – the ""meh"" emoji. His parents, Mr. & Mrs. Meh (Steven Wright and Jennifer Coolidge), aren't sure he's ready, but he assures them that he is and he takes his position in his cube, waiting to be chosen to appear in a text message. When Alex chooses the meh emoji for a text to Addie, Gene freaks out during his scan, causing Alex to embarrass himself by sending Addie a very odd-looking emoji that she doesn't understand. Gene's mistake causes Smiler (Maya Rudolph), the head emoji, to label Gene a ""malfunction"" and order that he be deleted. Gene makes a run for it and Smiler sends menacing black bots after him.Gene's ""problem"" is that he feels and expresses more emotions than meh. Now, besides being frustrated that he can't just be the meh that he was born to be, he has endangered the entire emoji community. If Alex thinks there's something wrong with his phone, he may just have it wiped clean. Hoping to get ""fixed"", Gene teams up with the hand emoji Hi-5 (James Corden), who is upset that he's no longer in the Favorites Lounge, and the two of them go in search of a hacker named Jailbreak (Anna Faris). Jailbreak is uninterested in helping them until she sees that Gene can show multiple emotions. She decides to help them get to a magical place called The Cloud where all of them may find the solutions to their problems. As the three emojis work their way through Alex's phone (while trying to steer clear of the bots), they cause various apps to malfunction, making even more problems for Alex.""The Emoji Movie"" is derivative and not very enjoyable. The story, directed and co-written by Tony Leondis (""Lilo & Stitch: Stitch Has a Glitch"") is a combination of ""Inside Out"", ""Toy Story"", ""Divergent"" and ""The Wizard of Oz"", but not nearly as good as any of them. The script finds many opportunities for humor in actual cell phone usage and the emojis that ""live"" in them, but the movie just isn't all that funny. There are positive lessons about the bonds of friendship and being the best version of yourself regardless of what others think, but those ideas have been portrayed more effectively by countless other movies before this one. ""The Emoji Movie"" is clever enough, but entertaining? Not enough. ""C""",Negative
185,"Sony, stick to phones and video games. I can't help but feel like this is to sabotage Apple with a terrible movie. Sony made 3 good movies. Spider Man 1 and 2, and Spider Man homecoming. This one is the worst one. Even illumination animation is better, because though the don't make the best movies, you can somewhat know what they are just by looking at them. Sony's single digit IQ doesn't allow them to do this, so make a movie, where the characters are emotions. At least inside out does things to make them more complex than ""He's happy, make him a happy emoji."" Even Foodfight, the terrible movie, has characters creative ideas. No animated movie is worse than this, and this definitely made Steve Jobs roll over in his grave. Don't see this movie, unless you get to see it for free.",Negative
186,"This is just Wreck it Ralph in emoji form. It is basically Inside Out in a meme trash stack of Emojis. Put those in a blender, and you get this trash. It is extremely cliché, if you say something is going to happen, chances are, it will happen. That is how predictable this movie is. It's just a cash grab. It's not those so bad it good movies. Just... DON'T WATCH THIS.",Negative
187,"So lots of people are gonna say how bad this movie. But if a great amount of people said this movie was good that other people would hop on board the band wagon.But I actually liked this movie, it was enjoyable.",Negative
188,"Honestly, I can't see how this concept of the movie was even funded. Horrible script, horrible storyline, horribly produced. The animation wasn't bad, but it's hard to make bad animation with CGI. Really, I cannot remember a more horrific piece of movie-making in the short history of moving pictures.",Negative
189,"Ok people are gonna not like me for this, but I kinda like this movie. The movie is not like the worst thing ever compare to other terrible movies like Norm Of The North or Where The Dead Go To Die. A 3.3 isn't really the rating this movie deserves.",Negative
190,"Come on people, why is everybody so harsh? This may not be Kung-Fu Panda or The Incredibles, but it sure isn't a three star animated movie. :)
Yes the animation is ""emoji"" (average) style but then again it kind of adds to the feeling of the movie. 
Pros - short and fast paced (not a minute dragged), quite original concept of the ""phone world"", has the expected friends&family values you expect from a teenage oriented movie, AND you'll have a constant smile on your face.
Cons - may be a bit predictable (yet not boring), some parts sound like a commercial indeed and aimed at teenagers (pro or con, depending on your age).
Overall, an amusing movie well worth your time. Great for some afternoon relaxing time.",Negative
191,"A lot of people here keep saying that it must be a good movie since it got a lot of money on the box office. That's not true. Most of the people that went to see this movie in the theatre only watched it to see how bad it was gonna be. And boy it was! 
This movie is a piece of trash and deserves every single piece of criticism coming its way. This movie is a huge disgrace to what animation stands for. 
If you want to watch it, don't give them money. Watch it online, for free. You won't feel that guilty when it's done.",Negative
192,"Animation supported by only mindless zombie feminists.Ignorant!
Don't watch. Your time is not CHEAP!",Negative
193,"Hey, don't take my word for it it. It's currently 3.3 stars on imdb. The masses have spoken.",Negative
194,Not even a single second of entertainment in the movie.The worst movie I have ever watched. Who is the Dump ass behind this idea?Not even good for kids since it have technical terms which is tough for them to understand. Using shabby words is also not good for kids.The animation at its worst as if we were watching 1980's movies on a old television,Negative
195,"myself n my parents got out of the theater in just about 25 Min's. We struggled hard to see for first 25 Min's as well. Since we paid for the movie , we candidly sat for 25 Min's. Nothing interesting. Bad jokes, bad screenplay, confusing emoji and particularly the initial scene of the movie from hotel Transylvania was damn horrible and bad.",Negative
196,This was the worst movie I've seen in my whole pathetic life. Me and my good friend went to see it with high expectations. We were disappointed. The whole movie was filled with Jailbreak telling how girls are always put behind men. DO NOT TAKE YOUR KIDS. Hopefully this movie gets taken down. It was a huge waste of my time.,Negative
197,"Why?! Why can't I vote this Infinity out of 10?! I have never seen a movie this beautiful! This film is the reason I have regained faith in humanity! Why do people hate this film!? Anybody who hates this film has no knowledge what a good film, what an AMAZING film is! I hate them! I hate them all! I love this film more than my son who is a gay lesbian! The Emoji Movie is Love, the Emoji Movie is life! I wish the Emoji Movie was a person so I could love and take care of it. If you have not watched the Emoji Movie, you have not lived! I can't remember my life before the Emoji Movie! I pray to Gene and the rest of the cast every night. The doctors have question me why I always have wrist cramps, and then I tell them that they would know if they had watched the Emoji Movie! I will sacrifice myself to the Emoji Movie when it tells me to with its beautiful, majestic voice AND NO MATTER WHAT PEOPLE SAY, IT WILL, I KNOW IT WILL! I hope I can sacrifice myself soon, I can't wait to spend all eternity with the Emoji Movie! I will willingly give my body to the Emoji Movie for its pleasure! This concludes my review of this movie, I can't wait for the Emoji Movie 2: The Journey to Data Mountain",Negative
198,"We heard how bad this movie was online but my 9 year old son was chomping at the bit to see this. We finally saw it when it came to Netflix. This was a very cute movie! Wasn't completely sure what it was about going in, but this a much more enjoyable movie than what I was lead to believe. Yeah, the plots is a bit predictable and borrows heavily from other kids CGI movies like Wreck it Ralph and other kids fare. It has its moments and had me chuckling from time to time with its somewhat dry humor which is my kind of humor. All the product placement didn't bother me (which is what I think a lot of people really don't like) but I'm fine with it since it tends to bring us closer with the real world. It's not a 'great' movie but it's cute family movie overall. Even my teen daughter even got into it after hearing how bad it was and liked it. Never judge a movie by its 1 star reviews....",Negative
199,"After seeing this movie, I think that I've lost about 46 IQ points. This film should be erased from the planet. This film was more disturbing than every single horror movie I've seen in my life put together. This was a waste of my time, energy, money, and brain cells. This movie was a piece of (poop emoji here) -5,254/1 Stay away if you value having hope in humanity",Negative
200,"Bad, lieke really bad *sad emoji* watch with bro walsts drunk and still didn't enjoy. Bad *meh* at best. Wablaba dub dub its still bad. We need more but like this movie there's is nothing to say that is good. Bad. Really bad. 1/10 no good time if 0 was a possible i would give -10. Bad... bad",Negative
201,"You can't blame people behind animations (animations are great), you can't blame voice characters, but you can and should blame the worst screenplay ever. This is horrible, I have no idea can emoji movie be filmed in a different way, but I know for a fact they have found and chose the worst way possible. The movie is not funny, or maybe it is for babies from 1.5 years old to 2.5 years old, any older kids will vomit watching this. This movie should be as an example for Film students how to not make a movie. I can't think of any reason why they made this movie but, yeah maybe that's why they made this movie to show students how to make worst movies ever. Any Oscars for worst movie ever?",Negative
202,"Out of all the animated movies, this is without a doubt the worst of them all.When it comes bad animated movies like Foodfight, at least you can enjoy how bad it is. With the Emoji Movie, there's nothing enjoyable about this, all it shows is that it's ripped from films like Wreck-It-Ralph, Inside Out, The Smurfs, The Lego Movie, etc.All the amount of product placement in this is amazing.Its incredible of how much that I didn't laugh once during this movie. The jokes are shocking, the characters are either bland or mean-spirited, the animation is so poor, the voice work is sluggish and dull, the character designs are lazy, the story and its sub-plots are lazily stolen from other movies, and worst of all... they sacrificed so many good movie ideas to make this shameless money-grabbing ploy.I do not recommend this movie at all, your kids deserve better than a movie like this, even if you rent it, its not worth wasting your money, I wouldn't even take it if it was free. Kids deserve better than this trash...I wanted to give it a lower score, but sadly it only goes down to ""one"", but trust me, it deserves a much lower score...",Negative
203,"You know a movie's horrible if viewing it makes you re-evaluate your life. I was tempted to run a psychological evaluation immediately after deciding to watch. Normally when you take a bathroom break you would want to go back as soon as possible. This was NOT the case. In fact, you'd gladly take as much time as possible away from the theater just to escape the soul-crushing horror that is the Emoji Movie.The audio and visuals that this film emits radiates worse than than that of the 1986 Chernobyl Disaster. Long-lasting side effects include mental breakdowns, night terrors and clinical depression. Overall, this ""movie"" is not for the faint of heart. Watch with caution.",Negative
204,"Let it first be known that for every movie that has ever existed I have never wrote a review for any one of them on this website. Up until now that is... I'm sure you've read the other reviews on this website, so I feel there's not much else to be said. But since this movie was so bad, so terrible, so fundamentally flawed that it offended me to the very core of my soul and has left an irremovable blotch upon it, I felt obligated to give this movie the worse possible rating I could on the first movie-rating website that I could find. I awoke this morning, screaming (from nightmares), frantic to help the cause in making this ""movie"" the most infamous in all the four corners of the omniverse, due to the great injustice to the sense that this abomination has scarred me with. I will say this once, and I will say this now.DON'T WATCH THE EMOJI MOVIE.",Negative
205,"My god what has Hollywood done. How did this idea even get the go ahead to be made. ""Time"",""effort"" and way to much money was used for this movie Don't waste your money on this Don't even watch it as a joke This movie is Sonys terrible reboot of a Disney classic Wreck it Ralph Also Hollywood stopped reviews for this movie a day before the release so that way more people can watch it giving them more money thus giving directors ideas that they should make a fruit ninja movie Conclusion: Put a bullet in my head Just shoot me please",Negative
206,"After I finished streaming the emoji movie on Netflix yesterday, I guess It's not bad, nor good. I don't know why people criticize the movie before it is even released in theatersd I seen people in the comments say that they are not gonna watch it because it is going to be ""cringey"" or ""bad"" or ""that no one would want to watch it but young kids who actually want to see the movie."" etc etc. I had to agree with everyone else here because of their non constructive criticism. At school everyone was talking about how trash it is and stuff. Well, that is what 2 of my friends say anyways. And for the whole school days we sometimes talk about why the movie is garbage and how the characters too atrocious (referring to the 3rd Dimensional smileys with arms and legs.) I said that I was gonna watch it after it's launch. and never did. For 3 years. Till in 2020, I thought that I was going to watch said movie title on Netflix. My sister has her subscription of Netflix for the both of us so it would be very easy to get ahold with the movie. So I actually watched it. At first I thought it was going to be worse just like the Internet thought but... In my opinion AGAIN, I don't love it... I don't hate it either... It's just In... The middle. Ok done.",Negative
207,"Like the movie's main character, the whole story line was ""meh"" and left me and my entire family feeling like we wasted our time and money. It's hard to imagine a movie this bad coming out at this point of time. I can see how this would be OK if a group of college students made it, but this is by Sony Pictures. I hold those guys to higher standards and they failed us. They failed us so bad, they should refund me my money.",Negative
208,The emoji movie is amazing but you're all just bullies. It teaches children love and compassion and that you can be a princess and a rebel at the same time. This movie should go on to make 26842651 sequels because this is what the children of this world need. #emojimovieforever,Negative
209,"I don't understand why the score is so low. Yes, it's not the movie of the century and yes there's advertising in it but the animation is good and the main character is likable. The plot is pretty straight forward, in the emoji world every emoji have to keep his one face on at all times but one emoji just can do it and he goes on a quest to fix himself so he can be like everybody else.
I think it is mostly for kids but I don't see a reason why the whole family couldn't watch it together.
I guess, if you're looking for something extraordinary or super clever, then it's probably not for you but if you just want to watch a fun animated movie with your kids, there's no reason not to enjoy it.",Negative
210,"I was forced to watch it with my siblings and I hated every minute of it, I came out of the cinema just to realize that I wasted 1hr 30 minutes of my life watching this garbage.It is one of the most unoriginal movies I have ever seen in my entire life, its setting and theme are literally derived from films like Wreck-It Ralph, Inside Out and The Lego Movie.I mean Jailbreak, is literally a copy-paste of Lucy from the lego movie, and Gene is derived from Ralph in Wreck-It Ralph and Emmet from the Lego Movie, and HI-5 who is meant to be funny sidekick is more obnoxious than funny, I mean come on, his jokes are literally the most unfunniest anyone would ever think of, even children would not laugh at.Even the animation is the laziest I have seen especially considering that this was released in 2017, I mean Pixar films of the 1990s (Toy Story, A Bug's Life & Toy Story 2) were better animated than this piece of trash.One last thing, I still do not understand how can a loving God give people such a horrendous idea for a film and the ability to even make and release it.Please, for the love of all that is holy, DO NOT WATCH THIS FILM, I literally lost 10% of my braincells this watching and wasted 1hr 30min of my life and even questioned the existence of God after realising that he would let a film this bad go into theaters.",Negative
211,"This movie is clearly a kids movie. Only kids ages 3-10 would enjoy it. I went to see this movie as a meme because of the significantly low ratings it's getting. Suffice it to say its the first time I physically cringed at a movie, however I do not think it deserves such low ratings as it's clearly not intended to be watched by people who have developed a rational opinion on film and media.",Negative
212,"This movie was as expected. Bad. If done differently, they had a chance of making this an enjoyable movie. But they only made this for money. So they didn't care weather it was good or not. The plot of the film is cliche and the characters themselves are too. It deserves the hate it got. I would never watch this again in my free time.",Negative
213,"I recommend watching this movie only if you have too much grey matter and want to fry some of it off. I could hear my brains cells dying during the movie, a feeling I haven't had since ""Sex and the City 2"". 
This movie is dumber than ""Sex and the City 2"", that says it all.",Negative
214,I only gave it a 2 star because animation is decent,Negative
215,"While this is the movie of the year to hate, ignore them, there is no rationale reason to hate on this. I have seen my share of sub 3-star films and this is not one of them.I watched it with my children, age range 4-14 and they all enjoyed it. It has an appropriately positive message for children. It keeps a good pace. It held the attention of my four year old for the entire length and that alone makes it worth it.",Negative
216,"Let's get this out of the way: The Emoji Movie is by no means a good movie. In many ways, it suffers from the same problem as the Pirates of the Caribbean sequels. The graphics are beautiful, and the voice acting is spectacular. The music isn't the best, but it's still decent. They got great animators, actors, and composers to make this movie. So why was it so bad? In a word, the writers. I don't know what the people who scripted this thing were thinking. The plot is just so terrible, there are no words. The main issue with the plot is how utterly cliche it is. If you think about it, this movie is basically the Lego Movie, but with all the minifigures replaced by emojis. The Lego movie really was a good movie, but this movie stole it's plot, removed all the exciting scenes, severely diluted the antagonist, and basically turned it into garbage.Occasionally, the movie will throw in a good joke. Some of them are actually pretty funny and witty. That's the main upside. If nothing else, it will occasionally make you laugh.But all of that aside, as a hardcore fan of Michael Jackson, there is one element of this movie that I do find offensive: Hi-Five claiming he can dance as good as ""Michael"" and putting on a Smooth Criminal Style fedora, then immediately proceeding to dance terribly. As a fan of Michael Jackson, I hate this scene for that one reason.",Negative
217,Not sure why there are so many haters for this film. It's great! And it's funny! I love watching it especially with my kids. Great message!,Negative
218,"I really did like the film, but there were times where it was a bit elongated. Some people might not be able to relate but when your job revolves around social media you kinda get a better connection with the characters.",Negative
219,"This movie is simply amazing! I loved every part of it! Especially the poop jokes!Just kidding. The whole movie is a great big pile of Patrick Stewart. When I wasn't cringing . . . . Oh, wait, I cringed through the entire movie. I mean, the plot revolves around ""meh"". That is very risky, and they blew it. Do not watch this movie. Not in the theaters, not on redbox, not even on Netflix (where I saw it). It wastes time, money, or both.",Negative
220,"This film is a disgrace to mankind
This film is a disgrace to god
This film is the reason why we will never have world peace
ENOUGH SAID",Negative
221,This movie can only be described by emojis.😑🙁🙁😵😦😧😩😫😡😠😦😦😨🏥🤒🤕🤢🤢🤢 👎,Negative
222,"In this loving story about a young face forced to assimilate into face society, learns that loving yourself is more important even if that means everyone wants you dead. And they only stop wanting you dead when you do something nice for them. Good Moral. Great Movie. I'll show it to my 36 children. I give it 7 poop emoji's out 10.",Negative
223,"Contrary to many unbelievable online reviews, this movie is quite trash. If, in the future, the human race were to look back at our past achievements and judge whether or not we were on the right track, they'd most likely assume we were in the dark ages again, only this time with emojis.
This movie has no merit, no redeeming qualities and no enjoyment to be had while watching it. This 90 minute endurance test serves only as product placement and an advertisement. If you went to the theatre to watch this movie, you'd probably have a hard time telling the difference between the pre-movie ads and the movie itself. That would also mean that you paid for that experience, and for that you have my sympathy. 
They actually somehow got Sir Patrick Stewart to voice a role in this movie, and his character was, quite literally, poop. Delivering some of the laziest poop jokes that Hollywood has ever written, I guess even Picard needs the money. This movie is absolute trash, not even worthy of being taken into a tip or a landfill, just atomically disassemble the entire thing and launch it into space where some alien colony will find it and eradicate it with lasers. 
The Emoji Movie made 217.8 Million dollars at the box office with a budget of 50 million dollars. Economists suspect that this movie will serve as a catalyst for another worldwide economic crash, and I for one welcome it.
This movie actually won awards and were nominated for some others, some of which were more deserving. It won worst picture, worst director, worst screen combo and worst screenplay. It was also nominated for the Black Reel Awards, Movieguide Awards and Kids' Choice Awards, for whatever value that's worth. 
I don't think I can actually get away with simply saying that this movie is bad, everyone knows it. You know it, I know it, the people that made this movie know it and even the people that were paid to give these movies good reviews especially know it. Things need to change. We need to riot. We need to start a new Hollywood revolution. Anyone that is listening needs to heed my call. We need to tell people that we will not stand for this anymore. WE. WANT. FREEDOM.",Negative
224,"Everyone keeps saying this movie is terrible but it's not that bad. Certainly it is not the 41st worst movie ever...I think anyone will admit that it's not exactly polished; a lot of the jokes are too in-your-face, there's an over abundance of puns and a lot of the dialogue is heavy and awkward but that doesn't mean it isn't fun.The inspiration apparently came from toy story and continues a tradition of compiling real pop culture references that we saw in Roger Rabbit, Food Fight and Wreck It Ralph though the movies actual narrative seems most indebted to the Lego movie with its themes of conformism and creativity of expression.I like the message even if it is kind of ham fisted, both our protagonist Gene and the female lead Jailbreak are likeable even if JailBreak is blatantly just Wyldestyle from the Lego Movie and James Cordon's High comic relief as High Five is maybe kind of annoying but that's more due to lame jokes than any intrinsic problem. I found the antagonist actually pretty creepy, as are all perpetually happy people.Ultimately I came away feeling warmly about the movie for it's rich, distinctive world, positive message and how it embodies an aspect of its time while tying it to a universal them even if it's not exactly subtle about it.",Negative
225,"Honestly, this movie is probably the worst I've ever seen. The whole idea is creative and could've been such an amazing movie but it was lacking a lot of things, like the plot and dialogue. The visuals, characters and setting was terrific. It was visually appealing and all the apps and emojis were very imaginative and well done, but the dialogue was cringe and the plot was confusing. A lot of it didn't make sense, and the good parts of the movie sadly don't make up for the bad. I don't think this is a suitable movie for young kids as it involves social media and a lot of other things that only teens would understand but it is a pretty lame movie for older kids and adults. Don't waste your time and money on it!",Negative
226,"If you want to see an amazing crime-drama, ""The Emoji Movie"" is for you. It contains a dazzling story, a insanely beautiful musical score, and well developed characters. I'd reccomend this movie if you like The Godfather and it's sequels. Though when you compare the Godfather and Emoji Movie, the God Father almost seems like a shameless rip off, yet it came first. I would show it to my kids if I had some.",Negative
227,"0.5/4...And yes I saw it...well, kind of. Half of it at least. This could very well be the worst movie of 2017. It is a movie that only exists due to being in a state of obvious parody. It possesses no merit of its own, it's highly chichéd, and it lacks any kind of originality.The flaws of this movie are so incredibly abundant, that it would take forever to jot them all down. Among the first that come to mind: the bad apple is obvious from the start. It feels political (just look at the emojis confirmed to their communist-like society). There is no emotional connection to any character whatsoever...only whimsical spikes of interest here and there. The script is bland and at times cringy. There is no emotional connection BETWEEN the characters (this is a problem because emojis represent...ah-hem...emotions) and to top it off, it feels second-hand in a very sour way.This movie is a BOMB as far as quality, but I think a 0.5/4 will suffice due to the fun I had laughing at it. It really makes you wonder how stinkers like this makes it past the drawing board.",Negative
228,"The more I think about this unoriginal garbage,the worse it gets. The humor is about as entertaining as watching cement dry,the characters are 1 dimensional and annoying,and the plot is from the STONE AGE.The target audience is kids such as myself but I don't see how even the youngest of the young could enjoy this potty/gross out humor infested rat nest. Not worth anything,let alone your money. Go buy a Pixar film and have actual JOY in watching it.",Negative
229,"the emoji movie is a piece of poop emoji. i do not like. i went to take my children the amount of time they said the word poop surprised me. i have young children, and they cannot be hearing this type of poop. the amount of poop jokes is off the charts. one time, they even say, ""we're number 2!"" instead of number 1. this absolutely disgusts me. do not watch this if your want to keep your children from doing drugs, smoking, and browsing the Internet. this movie turns innocent children into homosexuals. how dare you, Sony! i am a single mother of 4, and have a very high belief of Jesus. this movie goes against all of my and my children's beliefs. please understand that this movie is not for anyone except for adults and should be rated AC for adult content. Jesus is my life and soul and i cannot believe that this movie even exists under God's rule. the emoji movie is a crime against humanity and only Jesus can save us now. if you wish not to die, better get on your knees and start praying!",Negative
230,"The main character is not interesting, the story is not interesting, the entire movie is not interesting, it's just a cash-grab. The only people who like this movie are uneducated toddlers who don't know what a ""good"" movie is. And just like what the title says, I will NEVER recover from the utter garbage that is The Emoji Movie, it's so bad that I didn't even watch the full movie (it's that bad) I never thought a movie could be this bad, I started this movie thinking it's not THAT bad, but it is just horrible. I will never emotionally recover, nothing about this movie is good an any one, I watched (part) of this nightmare so you don't have to. I sacrificed my faith in humanity so nobody has to watch this movie.",Negative
231,"It's not as bad as everyone was saying it was. It's not like the kind of movie that you want to see again and again, but I would recommend getting it from Redbox. There are only a few funny jokes, and the story can easily be lost. Also, some of the character's personalities are pretty bland, but still a good film to watch once.",Negative
232,"I would say that The Emoji Movie has got to be one of the worst movies from 2017 along with Bob The Builder Mega Machines The Movie, i can't believe I used to like this movie since august 10th 2017 but then i started to hate it, i would prefer to watch Cars 3 and Coco better than this movie and it even ripped off Wreck It Ralph and Inside Out which are also better and there was also going to be a Popeye movie but they cancelled it and replaced it with The Emoji Movie that was the most stupidest idea i have ever heard.",Negative
233,"I absolutely love this movie I watch it on Netflix every day before I go to bed to have sweet dreams about all the characters. Such an advanced and compelling story, my mom loved this movie and bought me a whole bunch of merchandise. I've made so much fan-art for this movie, and the sick dance moves I got from the just dance scene. When me and my fam go clubbing, we got our sick Emoji Pop dance moves to flex on other people in da club. This movie has made my life so much better, I'll always have a crush on Gene The Emoji. Thank you Sony I love you <3 ;)))))",Negative
234,Terrible. This is an instant money grab. Some people don't understand how bad this movie really is. I'm only writing this review because I want to ensure that you know this movie is garbage.,Negative
235,"What did I just watch? Exaggerated advertising with no plot at all. Bad characters and story. One of the worst films I've ever seen with one of the dumbest plots. Do not watch it, absolutely not recommended.",Negative
236,"Terrible plot, unfunny and... James Corden.Need I say more?Well according to IMDB I do. A minimum of 150 characters in fact!So finally, let me recommend that you avoid it. Having said that, my children have watched it twice. I have no idea why.",Negative
237,"This movie provides no hope for a bright future and is a disaster to humanity.There is absolutely no creativity and the lack of purpose and passion in life is prominent through the plot line and the characters. Producers have clearly become so dreadfully boring that they had to capture the joy and excitement of communication through technology, and turn it into a complete disappointment.The characters are completely unrealistic and have no real humour or personality. If you want to produce a movie based on emoji's every day lives, at least make it a little interesting, a movie is to be enjoyed, not to be dreaded. The main character Gene, is frankly pathetic! What do you mean he can't pull a 'meh' facial expression, that's why he exists? And that's his parent's function too. Also the main antagonist?! Explain to me, WHY is she a 'smiley face' emoji but the villain? This completely changes humanities perspective, how are we expected to go on and use this emoji when this awful movie has shaped the smiley face as a negative image? I will never use it again. No one should honour this disgrace of filmography.My friend recommended this to me and whilst I displayed my hatred, he told me to trust the process... But I will never trust him again.This movie is an utter nightmare, I may need to dispose of all technology after this chaotic kerfuffle! When I sleep, emoji shaped demons form in my head due to the nonsense I have witnessed!I would not recommend this shallow and meaningless movie to anyone, not even innocent children. Absolutely nobody would find this exciting.This movie was a reality check for me, I know now to research beforehand and know my self-worth before watching mere junk. Please do not waste time on this piece of rubbish.This movie is not art, but it is a lifeless void.If this movie were to be wiped off the face of the earth... I concur!",Negative
